split,zero_output,linear_in_input,constant_output
17,15,26,0
28,69,82,0
99,220,282,11
19,17,22,0
18,102,59,0
72,232,257,51
21,8,29,0
19,80,80,0
100,225,261,26
23,10,25,0
11,124,44,0
52,227,185,148
16,13,29,0
10,120,49,0
58,219,250,85
12,18,28,0
30,78,71,0
116,211,275,10
18,13,27,0
18,69,92,0
70,231,259,52
23,13,22,0
25,65,89,0
100,221,277,14
15,19,24,0
20,107,52,0
82,209,258,63
20,8,30,0
23,55,101,0
80,246,279,7
15,19,24,0
30,75,74,0
91,222,265,34
19,12,27,0
28,55,96,0
88,246,273,5
14,16,28,0
13,99,67,0
63,232,254,63
20,9,29,0
14,90,75,0
72,230,238,72
23,9,26,0
26,83,70,0
93,224,258,37
21,9,28,0
15,74,90,0
98,232,257,25
23,9,26,0
17,86,76,0
74,232,265,41
15,16,27,0
21,90,68,0
53,233,256,70
20,9,29,0
17,85,77,0
82,229,257,44
17,16,25,0
24,92,63,0
87,219,252,54
19,9,30,0
22,85,72,0
86,215,250,61
24,12,22,0
22,71,86,0
77,235,260,40
17,15,26,0
23,81,75,0
85,224,267,36
23,7,28,0
18,86,75,0
78,227,261,46
27,6,25,0
23,96,60,0
77,212,266,57
19,11,28,0
28,70,81,0
116,214,258,24
24,7,27,0
27,87,65,0
75,221,239,77
17,13,28,0
30,72,77,0
115,225,268,4
16,20,22,0
14,100,65,0
87,217,256,52
18,17,23,0
19,85,75,0
82,228,257,45
22,9,27,0
16,62,101,0
86,243,273,10
16,19,23,0
19,81,79,0
83,219,267,43
26,8,24,0
17,109,53,0
82,215,241,74
27,9,22,0
22,116,41,0
75,210,214,113
16,7,35,0
16,111,52,0
65,226,223,98
16,14,28,0
14,105,60,0
71,223,254,64
19,11,28,0
18,80,81,0
80,227,272,33
27,10,21,0
20,73,86,0
97,235,266,14
14,15,29,0
11,94,74,0
61,239,240,72
12,18,28,0
32,66,81,0
103,222,276,11
24,7,27,0
23,89,67,0
84,216,229,83
26,7,25,0
20,82,77,0
71,234,280,27
25,7,26,0
21,88,70,0
63,236,264,49
14,14,30,0
18,101,60,0
80,227,257,48
18,13,27,0
19,72,88,0
72,247,257,36
14,15,29,0
20,98,61,0
75,219,266,52
13,18,27,0
24,96,59,0
79,221,266,46
26,5,27,0
20,99,60,0
73,214,264,61
16,14,28,0
21,95,63,0
82,215,268,47
20,5,33,0
22,101,56,0
93,205,265,49
23,7,28,0
20,63,96,0
90,232,260,30
27,10,21,0
25,70,84,0
77,236,263,36
20,10,28,0
20,80,79,0
98,211,272,31
24,8,26,0
16,85,78,0
65,235,265,47
18,15,25,0
20,96,63,0
81,218,261,52
25,9,24,0
18,116,45,0
68,220,222,102
27,9,22,0
26,75,78,0
87,220,265,40
23,12,23,0
20,102,57,0
80,217,273,42
26,9,23,0
19,89,71,0
74,237,252,49
22,9,27,0
9,121,49,0
59,223,196,134
12,16,30,0
26,67,86,0
93,242,256,21
22,8,28,0
18,84,77,0
73,230,260,49
23,11,24,0
13,91,75,0
78,226,270,38
19,18,21,0
28,71,80,0
101,225,270,16
20,13,25,0
23,74,82,0
67,240,270,35
21,9,28,0
13,116,50,0
74,212,248,78
20,10,28,0
16,124,39,0
51,222,187,152
14,13,31,0
19,49,111,0
81,239,284,8
19,16,23,0
18,122,39,0
60,208,249,95
15,16,27,0
22,103,54,0
91,209,236,76
22,4,32,0
10,95,74,0
64,225,258,65
16,16,26,0
9,130,40,0
41,226,171,174
9,17,32,0
18,101,60,0
78,212,250,72
20,16,22,0
22,68,89,0
85,233,289,5
20,19,19,0
21,40,118,0
89,240,275,8
24,16,18,0
19,56,104,0
101,237,271,3
12,23,23,0
24,63,92,0
77,230,289,16
21,12,25,0
23,83,73,0
83,218,286,25
20,10,28,0
22,73,84,0
89,230,254,39
21,15,22,0
20,94,65,0
118,198,267,29
32,4,22,0
16,92,71,0
93,223,240,56
20,11,27,0
18,97,64,0
98,201,262,51
23,10,25,0
8,131,40,0
43,232,191,146
12,15,31,0
24,79,76,0
98,227,251,36
24,7,27,0
23,69,87,0
85,226,261,40
15,18,25,0
15,115,49,0
74,218,254,66
22,12,24,0
17,125,37,0
76,196,230,110
19,12,27,0
11,100,68,0
92,217,235,68
23,10,25,0
23,105,51,0
76,219,240,77
17,11,30,0
30,92,57,0
69,231,258,54
16,15,27,0
22,73,84,0
85,229,270,28
24,14,20,0
11,128,40,0
53,222,204,133
15,12,31,0
20,62,97,0
76,237,270,29
22,11,25,0
14,88,77,0
65,234,266,47
15,9,34,0
10,131,38,0
60,218,196,138
13,15,30,0
14,85,80,0
58,249,279,26
16,19,23,0
13,64,102,0
86,231,281,14
13,20,25,0
23,79,77,0
82,225,273,32
22,13,23,0
11,116,52,0
53,225,218,116
14,18,26,0
15,83,81,0
63,240,252,57
13,13,32,0
19,82,78,0
81,225,266,40
23,12,23,0
14,131,34,0
44,212,172,184
16,11,31,0
22,101,56,0
72,225,255,60
14,12,32,0
22,84,73,0
68,231,272,41
23,13,22,0
22,85,72,0
103,227,235,47
29,7,22,0
21,88,70,0
72,228,264,48
18,12,28,0
16,93,70,0
99,207,283,23
20,12,26,0
21,85,73,0
79,225,270,38
21,6,31,0
27,115,37,0
87,191,239,95
25,5,28,0
27,74,78,0
81,240,277,14
19,17,22,0
16,76,87,0
74,223,265,50
19,14,25,0
12,104,63,0
89,208,252,63
28,8,22,0
14,81,84,0
81,228,249,54
18,14,26,0
24,89,66,0
81,227,264,40
24,9,25,0
11,133,35,0
48,223,191,150
9,16,33,0
14,128,37,0
64,205,184,159
18,9,31,0
19,89,71,0
95,210,279,28
20,8,30,0
16,95,68,0
76,223,274,39
24,10,24,0
19,102,58,0
68,216,260,68
19,7,32,0
15,119,45,0
66,219,209,118
16,14,28,0
18,45,116,0
82,260,265,5
18,14,26,0
14,109,56,0
71,224,241,76
19,13,26,0
15,107,57,0
53,221,263,75
20,15,23,0
30,72,77,0
111,233,249,19
22,10,26,0
13,113,53,0
72,216,243,81
20,12,26,0
16,103,60,0
89,208,256,59
20,10,28,0
17,86,76,0
79,224,260,49
19,10,29,0
18,91,70,0
88,222,265,37
25,7,26,0
24,67,88,0
71,233,280,28
21,12,25,0
7,72,100,0
65,250,278,19
21,10,27,0
18,64,97,0
81,245,277,9
26,13,19,0
16,93,70,0
82,221,261,48
26,7,25,0
30,74,75,0
136,208,261,7
20,16,22,0
28,67,84,0
135,207,260,10
28,11,19,0
25,58,96,0
88,230,289,5
16,17,25,0
21,121,37,0
68,211,222,111
16,13,29,0
21,85,73,0
82,220,262,48
13,18,27,0
21,73,85,0
76,236,251,49
21,11,26,0
19,74,86,0
67,240,268,37
11,21,26,0
13,77,89,0
97,220,272,23
21,12,25,0
24,81,74,0
110,215,275,12
19,18,21,0
15,88,76,0
76,225,273,38
21,10,27,0
26,85,68,0
83,233,273,23
17,9,32,0
23,99,57,0
95,207,220,90
21,7,30,0
10,136,33,0
61,210,188,153
11,14,33,0
14,116,49,0
56,229,220,107
14,13,31,0
23,79,77,0
87,230,267,28
16,18,24,0
20,83,76,0
82,229,260,41
16,18,24,0
16,80,83,0
74,238,270,30
18,9,31,0
26,97,56,0
91,215,262,44
16,13,29,0
27,71,81,0
91,223,276,22
20,13,25,0
18,70,91,0
90,228,271,23
18,16,24,0
15,95,69,0
82,219,250,61
20,11,27,0
19,98,62,0
82,213,239,78
19,9,30,0
7,131,41,0
58,220,187,147
15,13,30,0
20,53,106,0
73,249,275,15
14,16,28,0
6,85,88,0
65,248,271,28
13,19,26,0
30,70,79,0
105,231,268,8
17,17,24,0
27,77,75,0
79,239,272,22
20,11,27,0
15,104,60,0
66,217,265,64
23,7,28,0
23,97,59,0
76,230,259,47
21,16,21,0
24,55,100,0
86,251,270,5
16,16,26,0
23,97,59,0
75,223,245,69
23,6,29,0
28,61,90,0
86,232,276,18
21,12,25,0
16,116,47,0
63,223,217,109
12,16,30,0
17,107,55,0
55,227,238,92
19,13,26,0
24,82,73,0
62,239,274,37
17,18,23,0
18,92,69,0
98,213,249,52
29,6,23,0
11,138,30,0
50,209,198,155
19,11,28,0
24,76,79,0
116,220,268,8
22,12,24,0
20,35,124,0
109,232,269,2
22,13,23,0
28,76,75,0
88,218,272,34
23,12,23,0
24,76,79,0
68,238,255,51
21,10,27,0
10,133,36,0
52,215,198,147
12,14,32,0
11,135,33,0
64,209,189,150
14,14,30,0
15,108,56,0
54,243,243,72
19,13,26,0
18,105,56,0
67,221,251,73
23,6,29,0
18,94,67,0
97,216,254,45
23,7,28,0
21,98,60,0
71,226,261,54
15,9,34,0
20,103,56,0
94,198,247,73
28,7,23,0
17,70,92,0
82,235,268,27
19,14,25,0
19,72,88,0
71,232,279,30
12,18,28,0
23,77,79,0
85,231,288,8
21,16,21,0
29,73,77,0
94,227,266,25
19,12,27,0
21,96,62,0
79,222,259,52
20,11,27,0
18,43,118,0
89,240,275,8
17,19,22,0
12,133,34,0
65,209,187,151
10,15,33,0
15,121,43,0
51,229,210,122
18,12,28,0
21,89,69,0
90,216,265,41
23,5,30,0
24,67,88,0
83,235,274,20
19,10,29,0
10,97,72,0
63,240,262,47
12,19,27,0
16,128,35,0
53,220,180,159
11,16,31,0
20,101,58,0
74,210,258,70
23,9,26,0
17,109,53,0
78,196,228,110
21,6,31,0
13,87,79,0
69,237,261,45
17,16,25,0
14,89,76,0
71,218,262,61
14,15,29,0
8,118,53,0
54,233,209,116
15,16,27,0
28,64,87,0
94,231,275,12
20,12,26,0
20,106,53,0
73,219,251,69
21,6,31,0
27,76,76,0
92,226,278,16
24,12,22,0
29,85,65,0
101,210,244,57
34,7,17,0
26,70,83,0
81,233,271,27
21,15,22,0
13,137,29,0
52,217,168,175
15,12,31,0
17,90,72,0
70,225,266,51
14,16,28,0
23,77,79,0
93,224,273,22
20,16,22,0
19,87,73,0
85,212,252,63
23,11,24,0
27,57,95,0
103,211,283,15
22,13,23,0
19,99,61,0
64,224,264,60
24,6,28,0
27,94,58,0
89,226,268,29
26,7,25,0
7,122,50,0
53,235,198,126
17,11,30,0
22,89,68,0
91,212,268,41
18,12,28,0
7,73,99,0
59,245,292,16
16,21,21,0
30,61,88,0
107,229,247,29
20,15,23,0
28,65,86,0
113,234,253,12
19,11,28,0
18,110,51,0
70,215,245,82
20,11,27,0
18,56,105,0
76,246,272,18
20,10,28,0
15,113,51,0
67,218,255,72
21,8,29,0
10,121,48,0
56,218,207,131
17,13,28,0
16,86,77,0
59,246,264,43
17,15,26,0
24,72,83,0
105,223,259,25
27,7,24,0
15,62,102,0
80,231,280,21
22,10,26,0
31,80,68,0
98,212,283,19
18,13,27,0
25,76,78,0
98,219,273,22
25,10,23,0
18,75,86,0
94,229,258,31
22,17,19,0
20,75,84,0
74,236,263,39
21,12,25,0
33,65,81,0
104,216,260,32
26,9,23,0
20,66,93,0
83,238,272,19
20,14,24,0
22,74,83,0
83,225,281,23
19,16,23,0
11,140,28,0
60,205,189,158
17,12,29,0
15,68,96,0
73,242,285,12
18,18,22,0
15,92,72,0
71,232,257,52
17,16,25,0
23,59,97,0
94,233,276,9
22,13,23,0
21,72,86,0
88,232,264,28
20,12,26,0
22,96,61,0
76,220,226,90
18,12,28,0
24,85,70,0
69,234,292,17
12,19,27,0
15,77,87,0
84,236,268,24
15,19,24,0
24,79,76,0
102,225,250,35
23,12,23,0
10,121,48,0
46,240,232,94
13,14,31,0
19,85,75,0
99,212,275,26
16,16,26,0
19,69,91,0
89,238,263,22
19,9,30,0
23,77,79,0
132,211,262,7
21,14,23,0
18,95,66,0
62,229,283,38
13,21,24,0
18,55,106,0
85,251,260,16
22,10,26,0
11,134,34,0
39,222,198,153
19,11,28,0
14,101,64,0
65,224,259,64
18,15,25,0
17,124,38,0
54,225,209,124
18,11,29,0
25,101,53,0
99,205,266,42
21,10,27,0
26,81,72,0
92,222,283,15
20,13,25,0
24,91,64,0
73,220,258,61
19,15,24,0
22,100,57,0
97,214,272,29
26,3,29,0
6,131,42,0
44,227,183,158
16,14,28,0
21,105,53,0
78,203,267,64
28,6,24,0
16,94,69,0
68,230,266,48
23,8,27,0
13,100,66,0
68,221,247,76
14,11,33,0
9,137,33,0
55,213,191,153
11,14,33,0
16,128,35,0
45,219,197,151
11,14,33,0
27,89,63,0
93,220,263,36
20,13,25,0
20,89,70,0
77,216,276,43
18,14,26,0
19,62,98,0
78,246,266,22
8,16,34,0
15,108,56,0
63,224,224,101
13,16,29,0
21,93,65,0
89,208,273,42
27,12,19,0
17,122,40,0
71,208,236,97
25,9,24,0
20,89,70,0
79,220,257,56
17,15,26,0
28,86,65,0
110,210,254,38
31,9,18,0
28,57,94,0
101,244,260,7
21,13,24,0
29,88,62,0
81,229,270,32
17,12,29,0
17,86,76,0
65,230,269,48
22,9,27,0
15,126,38,0
51,222,210,129
11,15,32,0
28,67,84,0
97,233,273,9
17,19,22,0
16,122,41,0
56,224,219,113
14,14,30,0
24,75,80,0
89,240,263,20
25,8,25,0
18,119,42,0
75,209,251,77
17,11,30,0
14,105,60,0
71,229,252,60
9,21,28,0
29,67,83,0
119,217,271,5
16,16,26,0
22,73,84,0
80,226,264,42
22,11,25,0
21,92,66,0
110,194,287,21
31,6,21,0
16,92,71,0
66,232,269,45
14,12,32,0
25,73,81,0
100,229,257,26
18,12,28,0
18,109,52,0
72,210,244,86
16,12,30,0
20,79,80,0
94,227,252,39
21,9,28,0
23,100,56,0
89,211,247,65
15,11,32,0
14,96,69,0
80,224,255,53
24,8,26,0
22,84,73,0
99,215,266,32
19,9,30,0
16,25,138,0
86,252,270,4
14,18,26,0
28,89,62,0
85,222,252,53
21,11,26,0
26,71,82,0
107,223,263,19
27,6,25,0
19,89,71,0
89,222,259,42
18,20,20,0
24,93,62,0
87,218,265,42
23,6,29,0
21,63,95,0
88,234,278,12
22,13,23,0
16,98,65,0
69,232,249,62
21,7,30,0
17,53,109,0
90,257,261,4
19,12,27,0
20,75,84,0
97,231,252,32
20,10,28,0
11,92,76,0
68,250,271,23
15,18,25,0
18,98,63,0
79,221,236,76
19,13,26,0
23,67,89,0
92,225,264,31
18,9,31,0
24,39,116,0
98,235,274,5
19,15,24,0
18,67,94,0
97,222,271,22
22,12,24,0
13,55,111,0
90,233,259,30
14,20,24,0
28,65,86,0
86,226,277,23
24,9,25,0
9,111,59,0
71,227,244,70
17,16,25,0
19,88,72,0
66,225,255,66
12,13,33,0
29,101,49,0
115,189,264,44
22,8,28,0
22,113,44,0
82,213,259,58
17,11,30,0
29,80,70,0
110,218,255,29
27,8,23,0
16,103,60,0
53,230,246,83
20,8,30,0
13,84,82,0
80,236,266,30
18,14,26,0
26,75,78,0
93,234,266,19
18,14,26,0
19,79,81,0
85,221,283,23
18,16,24,0
21,126,32,0
45,226,193,148
14,11,33,0
21,86,72,0
92,225,246,49
21,10,27,0
9,98,72,0
75,224,273,40
16,14,28,0
24,72,83,0
68,244,262,38
22,14,22,0
17,95,67,0
97,208,268,39
22,10,26,0
6,44,129,0
66,255,280,11
15,19,24,0
22,56,101,0
87,238,268,19
26,11,21,0
17,77,85,0
98,237,253,24
22,12,24,0
24,76,79,0
90,233,274,15
17,10,31,0
20,89,70,0
85,227,264,36
25,9,24,0
27,49,103,0
98,231,269,14
20,17,21,0
18,120,41,0
61,219,223,109
13,10,35,0
13,103,63,0
58,223,267,64
16,13,29,0
17,103,59,0
76,203,257,76
26,7,25,0
17,56,106,0
87,222,274,29
19,13,26,0
26,60,93,0
103,239,264,6
21,20,17,0
21,75,83,0
70,233,291,18
22,15,21,0
13,88,78,0
81,213,270,48
25,8,25,0
15,133,31,0
51,218,213,130
11,16,31,0
18,104,57,0
90,217,244,61
25,5,28,0
13,127,39,0
63,211,206,132
21,11,26,0
26,90,63,0
69,228,280,35
21,10,27,0
19,90,70,0
68,235,255,54
18,16,24,0
23,65,91,0
100,227,271,14
13,20,25,0
25,90,64,0
88,217,261,46
22,8,28,0
26,83,70,0
92,216,254,50
23,7,28,0
21,91,67,0
91,219,228,74
22,10,26,0
16,98,65,0
75,208,281,48
17,16,25,0
16,118,45,0
69,208,253,82
13,14,31,0
9,141,29,0
62,201,173,176
14,12,32,0
19,103,57,0
80,220,255,57
27,11,20,0
8,141,30,0
49,216,181,166
11,13,34,0
18,78,83,0
76,237,271,28
20,12,26,0
23,84,72,0
100,222,263,27
21,14,23,0
18,46,115,0
72,241,277,22
18,17,23,0
20,76,83,0
99,215,284,14
18,14,26,0
24,75,80,0
93,225,275,19
20,12,26,0
32,62,85,0
112,221,257,22
24,5,29,0
19,82,78,0
93,227,271,21
16,16,26,0
24,95,60,0
89,216,266,41
24,6,28,0
8,139,32,0
50,220,181,161
17,11,30,0
21,99,59,0
74,218,248,72
24,10,24,0
23,108,48,0
80,200,263,69
23,8,27,0
27,71,81,0
106,223,278,5
19,17,22,0
26,76,77,0
122,209,266,15
18,14,26,0
24,67,88,0
85,245,267,15
19,10,29,0
12,92,75,0
82,214,276,40
23,9,26,0
22,58,99,0
101,217,264,30
27,10,21,0
15,79,85,0
72,226,274,40
17,15,26,0
24,69,86,0
105,221,271,15
25,15,18,0
17,67,95,0
71,245,280,16
17,15,26,0
24,69,86,0
80,243,271,18
21,6,31,0
20,100,59,0
65,226,271,50
12,18,28,0
16,91,72,0
80,221,245,66
20,9,29,0
18,97,64,0
65,233,248,66
12,14,32,0
19,102,58,0
72,228,229,83
22,10,26,0
18,72,89,0
85,229,281,17
10,21,27,0
12,118,49,0
63,220,230,99
14,14,30,0
17,64,98,0
73,245,270,24
19,14,25,0
10,136,33,0
48,213,173,178
17,11,30,0
12,129,38,0
65,214,202,131
11,17,30,0
17,92,70,0
67,231,256,58
18,12,28,0
20,82,77,0
100,221,263,28
28,10,20,0
30,94,55,0
104,204,256,48
17,15,26,0
22,101,56,0
72,225,254,61
26,5,27,0
9,109,61,0
60,217,253,82
19,9,30,0
22,67,90,0
76,237,267,32
27,7,24,0
12,112,55,0
59,221,230,102
18,13,27,0
30,75,74,0
99,221,280,12
21,12,25,0
20,90,69,0
76,231,248,57
21,12,25,0
13,122,44,0
68,205,226,113
13,10,35,0
16,107,56,0
85,195,276,56
24,10,24,0
21,73,85,0
97,216,254,45
25,9,24,0
12,110,57,0
78,210,250,74
19,10,29,0
15,136,28,0
66,205,195,146
13,12,33,0
18,135,26,0
70,198,192,152
12,14,32,0
29,71,79,0
100,229,266,17
18,11,29,0
19,93,67,0
65,233,259,55
19,9,30,0
13,129,37,0
57,216,199,140
18,12,28,0
16,103,60,0
64,219,256,73
20,8,30,0
30,94,55,0
96,218,267,31
23,8,27,0
23,89,67,0
84,216,284,28
16,10,32,0
13,86,80,0
74,233,268,37
15,15,28,0
13,70,96,0
85,258,263,6
12,19,27,0
20,79,80,0
94,227,246,45
25,7,26,0
15,81,83,0
70,235,280,27
19,18,21,0
27,76,76,0
96,231,268,17
23,9,26,0
18,88,73,0
68,226,266,52
21,12,25,0
9,118,52,0
52,225,206,129
7,19,32,0
14,81,84,0
90,243,268,11
20,12,26,0
15,122,42,0
61,225,209,117
13,16,29,0
19,97,63,0
107,199,262,44
30,6,22,0
32,62,85,0
103,236,268,5
19,14,25,0
27,79,73,0
74,229,263,46
23,13,22,0
28,80,71,0
84,224,260,44
25,5,28,0
8,140,31,0
55,211,169,177
14,12,32,0
18,58,103,0
91,244,274,3
18,16,24,0
18,82,79,0
69,237,274,32
20,8,30,0
21,102,56,0
90,199,272,51
25,10,23,0
15,135,29,0
65,210,193,144
13,13,32,0
21,80,78,0
105,221,245,41
23,7,28,0
19,82,78,0
83,231,271,27
24,8,26,0
21,63,95,0
94,223,280,15
24,12,22,0
25,84,70,0
84,226,255,47
22,10,26,0
25,75,79,0
109,219,263,21
25,7,26,0
11,114,54,0
51,231,219,111
12,16,30,0
15,60,104,0
81,239,272,20
23,11,24,0
22,79,78,0
84,226,267,35
14,17,27,0
20,50,109,0
89,258,260,5
18,13,27,0
17,48,114,0
97,224,271,20
22,14,22,0
21,95,63,0
104,203,251,54
28,5,25,0
22,70,87,0
94,219,272,27
25,10,23,0
14,107,58,0
69,228,237,78
23,7,28,0
25,76,78,0
85,235,271,21
23,9,26,0
19,77,83,0
79,235,267,31
17,12,29,0
8,49,122,0
71,252,268,21
21,16,21,0
13,126,40,0
53,214,207,138
13,16,29,0
20,98,61,0
74,213,245,80
22,6,30,0
15,109,55,0
53,217,261,81
18,14,26,0
24,88,67,0
75,227,233,77
21,9,28,0
10,125,44,0
68,226,196,122
12,17,29,0
27,74,78,0
119,217,267,9
24,12,22,0
24,73,82,0
88,226,282,16
17,14,27,0
7,126,46,0
50,241,206,115
12,17,29,0
16,111,52,0
74,209,247,82
27,6,25,0
17,95,67,0
55,228,275,54
19,7,32,0
27,98,54,0
112,186,267,47
24,8,26,0
22,107,50,0
77,214,246,75
22,8,28,0
23,81,75,0
94,225,263,30
20,11,27,0
10,111,58,0
59,221,255,77
13,14,31,0
29,57,93,0
99,232,256,25
21,11,26,0
17,123,39,0
61,219,210,122
10,16,32,0
21,94,64,0
78,215,262,57
18,14,26,0
18,99,62,0
77,228,246,61
26,9,23,0
26,69,84,0
88,229,279,16
17,15,26,0
14,80,85,0
70,242,270,30
17,16,25,0
18,95,66,0
75,223,258,56
23,11,24,0
16,123,40,0
50,227,213,122
10,15,33,0
21,79,79,0
108,214,240,50
25,8,25,0
11,129,39,0
48,221,204,139
14,15,29,0
20,62,97,0
99,218,277,18
20,15,23,0
18,88,73,0
81,218,241,72
23,10,25,0
12,134,33,0
46,219,196,151
14,13,31,0
19,94,66,0
55,229,270,58
18,16,24,0
22,79,78,0
92,236,261,23
20,11,27,0
15,74,90,0
64,248,258,42
15,14,29,0
27,73,79,0
107,238,251,16
20,11,27,0
20,93,66,0
70,232,267,43
13,14,31,0
20,87,72,0
81,225,264,42
15,20,23,0
6,132,41,0
51,225,208,128
12,17,29,0
5,144,30,0
47,223,173,169
12,14,32,0
19,118,42,0
82,200,242,88
32,4,22,0
17,135,27,0
69,205,193,145
17,12,29,0
24,85,70,0
80,228,283,21
17,6,35,0
20,73,86,0
70,233,256,53
17,16,25,0
18,103,58,0
76,216,276,44
13,13,32,0
24,80,75,0
89,216,252,55
26,7,25,0
7,104,68,0
57,226,226,103
18,11,29,0
21,101,57,0
72,230,249,61
18,9,31,0
15,83,81,0
89,232,259,32
22,15,21,0
28,84,67,0
106,213,269,24
30,8,20,0
11,82,86,0
89,227,259,37
19,10,29,0
25,95,59,0
138,184,265,25
24,4,30,0
19,83,77,0
74,234,275,29
20,15,23,0
18,58,103,0
100,233,262,17
23,13,22,0
23,60,96,0
80,244,264,24
18,8,32,0
10,128,41,0
46,225,220,121
19,12,27,0
18,103,58,0
87,217,261,47
20,12,26,0
23,95,61,0
102,208,263,39
23,13,22,0
29,88,62,0
93,216,266,37
26,6,26,0
11,110,58,0
62,225,254,71
19,8,31,0
30,67,82,0
75,236,283,18
21,11,26,0
13,63,103,0
71,240,284,17
10,19,29,0
23,57,99,0
112,218,280,2
20,16,22,0
18,106,55,0
73,216,270,53
25,9,24,0
25,85,69,0
87,223,254,48
23,10,25,0
25,86,68,0
85,226,269,32
22,15,21,0
23,55,101,0
87,233,281,11
16,19,23,0
20,95,64,0
64,230,263,55
22,10,26,0
24,90,65,0
79,231,260,42
15,13,30,0
24,97,58,0
86,214,235,77
27,7,24,0
12,50,117,0
75,251,271,15
19,19,20,0
21,50,108,0
108,222,281,1
25,15,18,0
19,104,56,0
59,229,246,78
16,10,32,0
22,101,56,0
78,214,254,66
16,10,32,0
25,68,86,0
103,220,278,11
20,13,25,0
21,51,107,0
106,224,274,8
27,9,22,0
15,139,25,0
69,204,162,177
21,9,28,0
12,87,80,0
79,229,283,21
24,14,20,0
12,117,50,0
60,214,241,97
18,8,32,0
20,97,62,0
90,205,266,51
27,4,27,0
16,66,97,0
92,232,261,27
22,9,27,0
19,111,49,0
101,189,259,63
22,7,29,0
16,105,58,0
79,213,247,73
16,12,30,0
25,90,64,0
76,231,273,32
15,12,31,0
13,134,32,0
62,212,178,160
16,12,30,0
17,69,93,0
68,252,287,5
16,19,23,0
24,100,55,0
109,194,230,79
26,6,26,0
18,94,67,0
92,208,266,46
23,9,26,0
19,88,72,0
86,228,248,50
22,8,28,0
19,92,68,0
86,207,271,48
25,7,26,0
27,65,87,0
96,233,263,20
26,12,20,0
18,98,63,0
79,236,252,45
23,8,27,0
20,90,69,0
93,221,261,37
33,6,19,0
17,107,55,0
51,247,245,69
11,11,36,0
22,74,83,0
70,233,258,51
25,9,24,0
22,69,88,0
84,227,273,28
22,10,26,0
20,95,64,0
62,233,255,62
20,13,25,0
27,84,68,0
83,220,280,29
17,14,27,0
14,137,28,0
63,214,197,138
18,11,29,0
27,94,58,0
103,210,263,36
18,9,31,0
23,100,56,0
93,215,245,59
16,11,31,0
16,84,79,0
73,220,277,42
22,14,22,0
24,48,107,0
103,213,273,23
17,16,25,0
10,53,116,0
81,259,263,9
15,15,28,0
15,106,58,0
61,228,244,79
14,13,31,0
14,115,50,0
84,201,246,81
19,14,25,0
16,80,83,0
88,219,267,38
25,10,23,0
17,83,79,0
71,242,243,56
12,17,29,0
28,49,102,0
125,215,265,7
22,11,25,0
22,87,70,0
76,223,278,35
20,8,30,0
21,68,90,0
109,218,272,13
22,13,23,0
14,119,46,0
69,211,261,71
18,13,27,0
20,94,65,0
85,226,255,46
22,7,29,0
19,65,95,0
85,230,270,27
18,13,27,0
21,72,86,0
71,241,287,13
24,8,26,0
21,55,103,0
76,248,271,17
19,12,27,0
24,96,59,0
85,214,298,15
17,9,32,0
22,99,58,0
97,200,268,47
28,6,24,0
18,102,59,0
70,231,246,65
19,16,23,0
32,67,80,0
81,238,263,30
26,9,23,0
18,75,86,0
64,238,278,32
16,15,27,0
22,88,69,0
92,217,234,69
30,7,21,0
23,63,93,0
87,231,269,25
24,10,24,0
15,127,37,0
91,192,224,105
14,12,32,0
24,71,84,0
87,228,255,42
20,12,26,0
26,92,61,0
120,183,251,58
37,5,16,0
13,89,77,0
90,226,243,53
23,11,24,0
14,96,69,0
73,237,265,37
11,18,29,0
21,84,74,0
79,225,251,57
25,11,22,0
20,56,103,0
77,224,296,15
27,11,20,0
18,109,52,0
54,232,224,102
15,14,29,0
19,75,85,0
87,228,267,30
17,14,27,0
27,85,67,0
72,237,278,25
22,4,32,0
23,72,84,0
83,237,268,24
23,7,28,0
18,107,54,0
61,237,247,67
18,13,27,0
17,59,103,0
97,232,267,16
21,13,24,0
13,111,55,0
67,236,232,77
20,9,29,0
14,121,44,0
64,228,220,100
12,14,32,0
9,139,31,0
62,207,165,178
19,8,31,0
20,119,40,0
92,182,260,78
23,9,26,0
7,116,56,0
49,227,224,112
18,12,28,0
15,109,55,0
66,218,282,46
21,9,28,0
14,106,59,0
64,225,221,102
18,14,26,0
22,83,74,0
78,224,286,24
27,9,22,0
18,66,95,0
75,235,277,25
22,15,21,0
26,77,76,0
102,227,266,17
20,14,24,0
31,89,59,0
67,225,277,43
20,13,25,0
17,103,59,0
83,221,255,53
21,14,23,0
18,109,52,0
85,193,271,63
18,16,24,0
28,61,90,0
102,240,263,7
19,13,26,0
17,69,93,0
78,242,263,29
19,13,26,0
30,62,87,0
99,226,271,16
20,15,23,0
18,114,47,0
65,211,222,114
20,5,33,0
16,93,70,0
71,219,267,55
22,8,28,0
19,84,76,0
57,247,273,35
20,6,32,0
25,53,101,0
88,242,270,12
15,16,27,0
13,103,63,0
96,219,259,38
27,7,24,0
20,88,71,0
91,202,285,34
28,9,21,0
26,88,65,0
108,198,260,46
30,6,22,0
22,72,85,0
89,235,270,18
20,14,24,0
21,87,71,0
89,221,254,48
24,12,22,0
20,99,60,0
79,223,258,52
19,9,30,0
10,87,82,0
63,241,268,40
16,12,30,0
