split,zero_output,linear_in_input,constant_output
15,73,91,0
73,238,260,41
10,20,28,0
30,90,59,0
85,222,272,33
23,9,26,0
20,85,74,0
77,226,265,44
19,13,26,0
19,98,62,0
76,214,273,49
22,5,31,0
30,81,68,0
78,233,277,24
19,13,26,0
24,93,62,0
81,213,274,44
21,7,30,0
24,97,58,0
92,208,267,45
24,7,27,0
17,87,75,0
65,233,254,60
22,10,26,0
20,66,93,0
86,231,272,23
18,17,23,0
12,114,53,0
67,205,252,88
22,12,24,0
20,79,80,0
89,233,268,22
21,9,28,0
22,96,61,0
82,227,234,69
21,11,26,0
10,72,97,0
88,228,279,17
12,19,27,0
21,100,58,0
84,211,253,64
20,13,25,0
8,87,84,0
78,241,259,34
19,13,26,0
21,86,72,0
74,228,270,40
20,17,21,0
24,71,84,0
75,232,268,37
23,9,26,0
10,134,35,0
58,226,178,150
13,14,31,0
14,119,46,0
57,223,205,127
16,13,29,0
14,112,53,0
59,224,222,107
10,15,33,0
17,72,90,0
75,229,266,42
21,9,28,0
17,86,76,0
92,229,255,36
21,8,29,0
20,92,67,0
69,235,264,44
26,9,23,0
31,64,84,0
106,212,269,25
29,5,24,0
19,102,58,0
64,215,261,72
25,9,24,0
29,73,77,0
107,222,269,14
25,10,23,0
22,74,83,0
91,229,273,19
24,9,25,0
14,135,30,0
74,210,192,136
18,11,29,0
15,83,81,0
89,229,281,13
23,16,19,0
19,88,72,0
63,233,254,62
15,17,26,0
20,111,48,0
88,199,249,76
23,7,28,0
11,129,39,0
48,221,195,148
15,14,29,0
20,69,90,0
96,225,259,32
24,14,20,0
31,65,83,0
102,237,258,15
25,10,23,0
15,91,73,0
62,235,266,49
10,15,33,0
19,79,81,0
97,221,245,49
24,10,24,0
20,82,77,0
84,216,253,59
24,12,22,0
25,71,83,0
88,222,259,43
22,11,25,0
20,90,69,0
97,209,256,50
20,9,29,0
11,123,45,0
57,227,205,123
14,15,29,0
31,54,94,0
123,208,272,9
25,7,26,0
18,38,123,0
98,243,268,3
18,16,24,0
19,90,70,0
79,222,285,26
22,14,22,0
24,91,64,0
71,238,260,43
19,11,28,0
19,95,65,0
66,233,246,67
14,18,26,0
32,79,68,0
97,221,265,29
23,10,25,0
19,91,69,0
78,225,262,47
24,8,26,0
29,93,57,0
81,222,264,45
15,11,32,0
23,82,74,0
76,234,259,43
19,16,23,0
12,112,55,0
69,226,224,93
13,16,29,0
22,85,72,0
91,225,231,65
23,8,27,0
9,127,43,0
42,226,185,159
18,11,29,0
14,115,50,0
77,215,219,101
15,14,29,0
22,98,59,0
76,221,230,85
17,11,30,0
16,126,37,0
84,194,225,109
19,9,30,0
15,104,60,0
80,221,234,77
15,16,27,0
23,72,84,0
108,236,263,5
21,14,23,0
23,70,86,0
81,235,249,47
23,11,24,0
21,77,81,0
119,217,269,7
21,16,21,0
18,74,87,0
83,230,280,19
16,17,25,0
24,93,62,0
95,211,262,44
19,10,29,0
20,50,109,0
92,248,267,5
22,17,19,0
13,123,43,0
70,205,237,100
14,13,31,0
22,77,80,0
98,213,257,44
27,9,22,0
23,102,54,0
85,206,265,56
26,10,22,0
17,98,64,0
72,220,255,65
21,13,24,0
11,81,87,0
87,235,259,31
21,8,29,0
25,79,75,0
87,227,254,44
25,11,22,0
19,94,66,0
78,220,272,42
19,11,28,0
31,58,90,0
109,225,266,12
19,12,27,0
18,98,63,0
80,212,224,96
23,8,27,0
14,84,81,0
77,234,271,30
19,12,27,0
24,61,94,0
97,232,266,17
22,10,26,0
26,82,71,0
88,230,262,32
17,14,27,0
6,138,35,0
53,214,167,178
16,10,32,0
21,90,68,0
88,221,275,28
20,14,24,0
12,128,39,0
43,224,197,148
19,12,27,0
22,92,65,0
76,239,256,41
13,13,32,0
15,105,59,0
61,225,236,90
11,17,30,0
21,98,60,0
83,219,254,56
25,12,21,0
19,114,46,0
87,196,223,106
25,5,28,0
17,97,65,0
68,228,255,61
17,6,35,0
13,104,62,0
58,228,232,94
16,17,25,0
18,79,82,0
95,227,272,18
20,8,30,0
29,72,78,0
98,216,287,11
16,18,24,0
24,68,87,0
87,229,285,11
16,18,24,0
23,73,83,0
104,214,248,46
24,10,24,0
26,73,80,0
104,212,261,35
30,8,20,0
11,113,55,0
60,222,216,114
19,10,29,0
20,100,59,0
82,220,243,67
26,10,22,0
31,83,65,0
109,199,273,31
25,12,21,0
18,77,84,0
88,226,277,21
15,19,24,0
14,134,31,0
58,219,159,176
15,12,31,0
14,107,58,0
73,209,247,83
15,11,32,0
19,88,72,0
84,235,277,16
21,12,25,0
16,130,33,0
52,224,203,133
11,15,32,0
18,87,74,0
97,222,250,43
23,10,25,0
26,77,76,0
127,197,256,32
26,9,23,0
15,128,36,0
60,225,178,149
15,15,28,0
19,71,89,0
90,241,267,14
20,11,27,0
19,106,54,0
73,208,255,76
19,10,29,0
11,85,83,0
63,229,290,30
19,15,24,0
20,108,51,0
69,208,254,81
22,8,28,0
22,88,69,0
104,201,265,42
23,10,25,0
22,84,73,0
91,226,260,35
18,13,27,0
24,66,89,0
85,232,259,36
18,15,25,0
21,71,87,0
95,224,262,31
22,12,24,0
21,104,54,0
74,210,267,61
21,5,32,0
25,95,59,0
62,224,267,59
24,8,26,0
14,75,90,0
111,224,268,9
18,17,23,0
27,69,83,0
88,210,294,20
21,16,21,0
16,58,105,0
83,242,265,22
27,10,21,0
19,115,45,0
112,185,237,78
33,3,22,0
21,112,46,0
83,196,246,87
27,5,26,0
10,84,85,0
73,224,272,43
23,16,19,0
33,85,61,0
89,216,272,35
24,7,27,0
19,75,85,0
73,234,264,41
20,13,25,0
12,104,63,0
83,209,273,47
17,14,27,0
8,138,33,0
42,220,196,154
14,12,32,0
24,64,91,0
108,238,250,16
16,12,30,0
21,78,80,0
88,235,251,38
22,10,26,0
22,100,57,0
111,198,260,43
29,5,24,0
24,82,73,0
94,220,272,26
20,13,25,0
21,90,68,0
90,217,273,32
13,12,33,0
24,80,75,0
91,218,252,51
26,7,25,0
23,66,90,0
84,233,262,33
26,7,25,0
20,74,85,0
95,235,248,34
18,14,26,0
20,96,63,0
74,219,260,59
26,7,25,0
15,102,62,0
63,239,247,63
14,11,33,0
23,73,83,0
83,232,261,36
24,12,22,0
16,76,87,0
71,242,262,37
22,7,29,0
17,94,68,0
82,212,252,66
16,14,28,0
27,71,81,0
91,240,270,11
20,10,28,0
12,134,33,0
53,217,198,144
9,16,33,0
18,106,55,0
76,217,238,81
17,9,32,0
23,63,93,0
101,237,268,6
15,18,25,0
22,99,58,0
75,206,274,57
25,9,24,0
16,84,79,0
97,218,289,8
15,18,25,0
29,92,58,0
88,212,275,37
23,6,29,0
21,96,62,0
68,222,268,54
19,9,30,0
8,124,47,0
43,226,196,147
16,13,29,0
25,55,99,0
94,237,271,10
30,5,23,0
16,94,69,0
77,236,251,48
20,12,26,0
15,119,45,0
45,233,209,125
12,14,32,0
18,101,60,0
89,210,270,43
17,14,27,0
15,101,63,0
74,231,234,73
10,14,34,0
19,83,77,0
75,235,273,29
25,13,20,0
25,91,63,0
88,218,269,37
25,8,25,0
18,105,56,0
71,222,255,64
14,17,27,0
29,96,54,0
97,209,255,51
24,5,29,0
28,63,88,0
107,227,253,25
24,7,27,0
23,101,55,0
84,212,265,51
16,10,32,0
20,80,79,0
94,223,268,27
20,14,24,0
29,88,62,0
86,220,247,59
19,9,30,0
13,131,35,0
44,223,207,138
11,15,32,0
24,86,69,0
84,222,275,31
22,11,25,0
14,115,50,0
52,229,224,107
14,16,28,0
25,58,96,0
82,230,277,23
29,11,18,0
23,99,57,0
107,203,233,69
29,6,23,0
17,110,52,0
70,216,261,65
13,16,29,0
22,98,59,0
88,202,281,41
27,3,28,0
15,101,63,0
73,228,272,39
17,12,29,0
19,92,68,0
71,220,251,70
21,13,24,0
23,49,107,0
112,226,260,14
24,12,22,0
10,117,52,0
65,211,240,96
14,15,29,0
18,102,59,0
99,200,260,53
19,12,27,0
28,94,57,0
105,205,253,49
23,6,29,0
14,129,36,0
63,222,207,120
16,12,30,0
13,81,85,0
64,240,264,44
17,13,28,0
23,75,81,0
90,228,268,26
18,12,28,0
24,72,83,0
100,223,248,41
23,11,24,0
32,52,95,0
113,229,265,5
18,17,23,0
28,78,73,0
86,224,258,44
18,14,26,0
18,87,74,0
86,230,253,43
20,16,22,0
21,88,70,0
79,231,260,42
21,15,22,0
11,97,71,0
55,239,250,68
11,16,31,0
12,129,38,0
50,216,187,159
10,15,33,0
19,86,74,0
95,225,269,23
15,16,27,0
23,77,79,0
90,227,273,22
20,12,26,0
17,78,84,0
64,238,272,38
17,16,25,0
14,95,70,0
82,226,261,43
18,13,27,0
16,107,56,0
85,211,238,78
19,7,32,0
15,102,62,0
58,227,228,99
16,13,29,0
10,105,64,0
57,220,269,66
21,15,22,0
19,110,50,0
60,227,257,68
20,12,26,0
19,104,56,0
66,234,256,56
17,11,30,0
14,59,106,0
70,247,264,31
17,12,29,0
22,91,66,0
91,222,247,52
24,9,25,0
17,126,36,0
47,225,194,146
18,11,29,0
18,110,51,0
60,225,227,100
13,15,30,0
13,33,133,0
83,249,273,7
22,12,24,0
14,92,73,0
88,218,242,64
22,12,24,0
16,83,80,0
66,224,257,65
23,13,22,0
20,115,44,0
79,200,243,90
24,9,25,0
21,99,59,0
90,216,244,62
21,8,29,0
19,102,58,0
98,209,268,37
22,10,26,0
18,129,32,0
47,222,206,137
18,10,30,0
15,116,48,0
57,220,255,80
17,16,25,0
10,136,33,0
51,219,165,177
16,11,31,0
19,115,45,0
62,218,248,84
17,17,24,0
13,88,78,0
68,221,266,57
16,17,25,0
15,105,59,0
85,203,250,74
27,13,18,0
30,85,64,0
129,185,267,31
36,3,19,0
18,85,76,0
56,230,284,42
17,21,20,0
18,110,51,0
63,225,257,67
20,13,25,0
25,54,100,0
95,226,279,12
19,17,22,0
9,140,30,0
57,214,202,139
16,10,32,0
17,104,58,0
74,217,265,56
19,14,25,0
26,82,71,0
86,221,258,47
24,7,27,0
24,63,92,0
86,237,261,28
20,15,23,0
23,87,69,0
87,227,269,29
28,11,19,0
22,91,66,0
103,217,236,56
25,7,26,0
23,79,77,0
107,216,263,26
25,4,29,0
22,82,75,0
77,226,273,36
14,18,26,0
19,60,100,0
81,244,273,14
24,9,25,0
17,50,112,0
94,238,263,17
17,16,25,0
23,98,58,0
88,223,256,45
20,5,33,0
26,51,102,0
95,253,260,4
16,17,25,0
19,97,63,0
92,223,259,38
32,4,22,0
17,55,107,0
85,239,280,8
13,17,28,0
16,80,83,0
74,232,279,27
15,17,26,0
21,85,73,0
80,224,262,46
18,13,27,0
15,110,54,0
92,197,263,60
29,7,22,0
12,102,65,0
71,218,259,64
25,8,25,0
21,75,83,0
86,229,275,22
12,19,27,0
15,103,61,0
63,225,228,96
17,11,30,0
24,57,98,0
101,235,262,14
18,11,29,0
25,61,93,0
80,238,262,32
19,11,28,0
25,43,111,0
116,238,258,0
13,19,26,0
11,85,83,0
68,225,264,55
13,16,29,0
14,139,26,0
64,204,163,181
17,8,33,0
11,119,49,0
59,222,261,70
15,16,27,0
29,68,82,0
107,222,259,24
15,18,25,0
20,57,102,0
81,237,275,19
26,10,22,0
20,95,64,0
73,216,261,62
27,6,25,0
20,122,37,0
59,215,214,124
15,12,31,0
26,70,83,0
95,219,261,37
20,16,22,0
31,68,80,0
109,220,273,10
19,16,23,0
17,96,66,0
62,227,256,67
22,6,30,0
15,110,54,0
72,219,273,48
15,11,32,0
24,89,66,0
93,214,276,29
24,13,21,0
20,115,44,0
64,220,227,101
14,14,30,0
28,69,82,0
85,226,264,37
24,10,24,0
28,80,71,0
90,216,282,24
25,3,30,0
23,92,64,0
96,206,270,40
23,7,28,0
16,73,90,0
77,232,280,23
21,11,26,0
20,70,89,0
82,235,269,26
18,15,25,0
14,120,45,0
82,202,216,112
27,9,22,0
23,89,67,0
97,210,257,48
25,8,25,0
30,58,91,0
111,229,255,17
25,10,23,0
12,116,51,0
81,213,239,79
22,12,24,0
14,85,80,0
83,222,267,40
23,10,25,0
19,105,55,0
67,212,259,74
26,9,23,0
35,63,81,0
119,206,256,31
31,7,20,0
21,69,89,0
83,244,263,22
24,8,26,0
20,80,79,0
70,238,259,45
21,10,27,0
20,88,71,0
95,211,277,29
23,11,24,0
13,81,85,0
59,230,271,52
15,19,24,0
20,82,77,0
99,210,249,54
23,8,27,0
20,84,75,0
102,212,276,22
29,5,24,0
22,70,87,0
72,239,277,24
22,13,23,0
20,79,80,0
93,214,271,34
22,8,28,0
12,123,44,0
57,230,209,116
16,12,30,0
36,61,82,0
91,241,266,14
27,8,23,0
22,84,73,0
76,232,271,33
17,11,30,0
18,92,69,0
72,232,278,30
18,16,24,0
23,75,81,0
76,239,259,38
13,13,32,0
22,92,65,0
78,234,263,37
21,10,27,0
10,130,39,0
68,218,184,142
14,15,29,0
18,97,64,0
61,236,264,51
19,19,20,0
19,73,87,0
80,230,268,34
12,20,26,0
15,91,73,0
72,229,252,59
24,14,20,0
12,125,42,0
52,223,209,128
13,15,30,0
19,88,72,0
86,221,251,54
19,11,28,0
17,97,65,0
56,245,231,80
18,10,30,0
16,116,47,0
60,207,245,100
17,11,30,0
24,60,95,0
106,222,271,13
29,6,23,0
16,113,50,0
71,219,231,91
20,10,28,0
41,99,39,0
99,207,253,53
26,4,28,0
27,70,82,0
101,208,271,32
21,14,23,0
19,82,78,0
80,229,274,29
20,10,28,0
25,68,86,0
99,227,260,26
23,7,28,0
14,82,83,0
78,233,280,21
11,18,29,0
26,62,91,0
119,221,268,4
24,10,24,0
19,70,90,0
92,233,262,25
13,17,28,0
19,92,68,0
87,229,263,33
25,7,26,0
14,128,37,0
63,212,205,132
13,13,32,0
19,100,60,0
74,225,257,56
15,12,31,0
18,80,81,0
89,230,264,29
18,16,24,0
19,93,67,0
83,225,252,52
24,6,28,0
24,90,65,0
70,222,282,38
26,5,27,0
18,96,65,0
68,220,266,58
21,8,29,0
30,77,72,0
107,224,256,25
24,9,25,0
22,104,53,0
89,205,264,54
29,3,26,0
20,87,72,0
79,220,255,58
17,12,29,0
13,51,115,0
87,247,275,3
12,22,24,0
25,61,93,0
92,236,271,13
20,13,25,0
15,74,90,0
76,233,277,26
28,12,18,0
27,82,70,0
107,215,276,14
22,10,26,0
17,78,84,0
82,224,258,48
22,11,25,0
27,75,77,0
116,207,268,21
25,6,27,0
16,71,92,0
68,241,289,14
17,18,23,0
23,72,84,0
108,214,251,39
26,15,17,0
19,107,53,0
92,196,252,72
24,6,28,0
22,65,92,0
114,218,275,5
23,18,17,0
31,64,84,0
110,208,277,17
24,12,22,0
25,91,63,0
94,226,265,27
22,12,24,0
20,105,54,0
83,205,260,64
21,10,27,0
24,75,80,0
106,206,276,24
29,7,22,0
28,84,67,0
96,206,284,26
23,6,29,0
19,104,56,0
101,196,276,39
25,7,26,0
20,104,55,0
66,227,248,71
20,11,27,0
18,96,65,0
103,208,244,57
24,10,24,0
19,97,63,0
76,216,236,84
19,9,30,0
25,70,84,0
87,233,271,21
18,15,25,0
5,105,69,0
64,235,247,66
21,11,26,0
15,113,51,0
76,207,220,109
15,11,32,0
18,69,92,0
84,233,268,27
19,16,23,0
29,55,95,0
75,229,273,35
22,13,23,0
18,100,61,0
86,210,246,70
26,9,23,0
22,94,63,0
82,209,251,70
22,9,27,0
11,132,36,0
67,220,188,137
12,15,31,0
10,140,29,0
46,218,195,153
17,12,29,0
17,80,82,0
92,214,281,25
21,11,26,0
24,97,58,0
114,191,257,50
26,8,24,0
27,64,88,0
109,236,263,4
19,17,22,0
17,88,74,0
70,226,292,24
15,19,24,0
20,45,114,0
93,238,274,7
22,14,22,0
28,63,88,0
88,234,268,22
13,17,28,0
13,71,95,0
62,248,265,37
13,13,32,0
14,96,69,0
78,217,258,59
18,16,24,0
27,88,64,0
104,213,274,21
21,11,26,0
28,95,56,0
97,205,274,36
20,9,29,0
7,122,50,0
59,214,224,115
13,13,32,0
16,110,53,0
50,223,252,87
12,18,28,0
17,100,62,0
71,226,265,50
21,12,25,0
12,84,83,0
76,216,283,37
12,18,28,0
20,63,96,0
96,223,267,26
22,19,17,0
23,119,37,0
63,214,214,121
17,11,30,0
24,81,74,0
78,237,266,31
28,10,20,0
24,83,72,0
86,222,245,59
26,8,24,0
21,106,52,0
103,203,251,55
14,14,30,0
24,74,81,0
105,216,276,15
23,9,26,0
14,119,46,0
57,223,215,117
18,14,26,0
16,72,91,0
88,233,268,23
22,10,26,0
14,117,48,0
70,217,240,85
21,14,23,0
21,78,80,0
62,241,267,42
16,10,32,0
18,86,75,0
54,238,283,37
22,7,29,0
25,74,80,0
85,234,266,27
15,18,25,0
20,81,78,0
71,237,279,25
19,15,24,0
12,98,69,0
70,221,268,53
26,8,24,0
21,95,63,0
101,205,266,40
24,10,24,0
17,86,76,0
58,250,271,33
11,20,27,0
14,110,55,0
55,231,215,111
17,14,27,0
16,106,57,0
92,213,265,42
24,10,24,0
26,64,89,0
103,236,268,5
16,14,28,0
20,66,93,0
77,243,272,20
20,17,21,0
21,88,70,0
84,229,272,27
12,17,29,0
17,93,69,0
83,224,245,60
21,16,21,0
24,78,77,0
86,243,269,14
23,8,27,0
18,113,48,0
77,196,208,131
23,7,28,0
25,69,85,0
89,228,256,39
22,11,25,0
22,56,101,0
90,237,265,20
19,13,26,0
23,67,89,0
112,220,274,6
17,18,23,0
19,48,112,0
122,237,248,5
24,15,19,0
13,106,60,0
69,224,241,78
15,13,30,0
11,131,37,0
53,231,206,122
14,13,31,0
11,82,86,0
72,239,277,24
15,19,24,0
7,75,97,0
51,250,272,39
19,17,22,0
24,91,64,0
81,226,259,46
20,11,27,0
21,91,67,0
86,222,262,42
25,5,28,0
30,60,89,0
97,233,264,18
16,11,31,0
26,72,81,0
97,225,262,28
19,11,28,0
19,70,90,0
88,247,261,16
21,10,27,0
17,77,85,0
87,224,268,33
29,9,20,0
27,86,66,0
67,238,270,37
12,12,34,0
21,97,61,0
96,206,255,55
26,6,26,0
19,91,69,0
82,227,237,66
19,13,26,0
13,122,44,0
75,204,252,81
24,8,26,0
19,86,74,0
88,224,249,51
25,10,23,0
10,101,68,0
78,219,264,51
22,8,28,0
16,73,90,0
81,226,272,33
20,12,26,0
19,115,45,0
72,195,255,90
18,13,27,0
16,83,80,0
63,232,253,64
18,16,24,0
19,74,86,0
81,234,262,35
18,9,31,0
23,95,61,0
77,212,259,64
23,7,28,0
13,132,34,0
63,223,199,127
16,11,31,0
26,86,67,0
77,214,269,52
17,12,29,0
24,97,58,0
100,206,257,49
24,8,26,0
21,82,76,0
81,223,264,44
23,13,22,0
26,105,48,0
103,195,259,55
23,6,29,0
20,66,93,0
84,239,268,21
21,13,24,0
7,98,74,0
52,238,207,115
18,14,26,0
15,129,35,0
45,215,201,151
13,13,32,0
24,51,104,0
102,235,269,6
21,14,23,0
25,90,64,0
95,212,273,32
28,5,25,0
18,59,102,0
95,238,255,24
24,12,22,0
17,110,52,0
86,214,243,69
19,10,29,0
17,77,85,0
70,235,262,45
18,10,30,0
13,102,64,0
92,228,255,37
24,7,27,0
23,72,84,0
109,219,249,35
27,10,21,0
17,101,61,0
57,229,272,54
16,17,25,0
13,115,51,0
68,223,248,73
17,14,27,0
35,62,82,0
103,237,257,15
20,10,28,0
13,122,44,0
60,216,200,136
15,13,30,0
24,51,104,0
91,228,276,17
18,18,22,0
23,59,97,0
74,244,263,31
24,13,21,0
19,108,52,0
62,213,282,55
14,15,29,0
33,68,78,0
87,235,271,19
19,11,28,0
22,96,61,0
81,204,260,67
18,7,33,0
20,80,79,0
74,231,241,66
21,8,29,0
22,84,73,0
96,216,239,61
25,5,28,0
19,70,90,0
74,246,278,14
13,18,27,0
24,73,82,0
81,232,264,35
30,5,23,0
14,113,52,0
75,219,257,61
19,11,28,0
12,96,71,0
68,217,245,82
16,13,29,0
21,100,58,0
76,218,232,86
21,8,29,0
32,83,64,0
91,227,242,52
25,7,26,0
20,113,46,0
66,216,255,75
23,7,28,0
20,97,62,0
84,214,266,48
17,11,30,0
11,127,41,0
59,221,213,119
14,13,31,0
23,94,62,0
113,186,249,64
36,5,17,0
18,87,74,0
123,192,268,29
28,5,25,0
12,89,78,0
64,235,288,25
16,13,29,0
20,100,59,0
76,221,258,57
20,11,27,0
14,82,83,0
70,240,274,28
18,8,32,0
24,78,77,0
84,229,271,28
23,11,24,0
24,63,92,0
85,245,273,9
17,19,22,0
28,68,83,0
108,241,249,14
23,11,24,0
29,83,67,0
85,227,250,50
21,11,26,0
16,97,66,0
61,232,256,63
17,17,24,0
13,122,44,0
101,186,227,98
26,6,26,0
18,89,72,0
77,229,260,46
22,9,27,0
14,114,51,0
66,222,263,61
18,13,27,0
10,114,55,0
71,212,260,69
19,9,30,0
18,104,57,0
72,223,257,60
18,9,31,0
20,54,105,0
102,228,277,5
26,10,22,0
27,89,63,0
85,209,277,41
16,12,30,0
24,75,80,0
100,220,262,30
22,13,23,0
23,64,92,0
84,212,298,18
30,9,19,0
17,93,69,0
72,223,245,72
14,15,29,0
12,123,44,0
51,230,202,129
13,16,29,0
20,74,85,0
86,232,271,23
14,18,26,0
25,79,75,0
95,221,260,36
22,13,23,0
13,88,78,0
63,230,260,59
19,15,24,0
17,109,53,0
75,219,230,88
17,8,33,0
23,81,75,0
76,232,278,26
16,13,29,0
22,69,88,0
91,223,261,37
22,9,27,0
11,56,112,0
85,250,272,5
14,22,22,0
29,95,55,0
91,214,247,60
18,10,30,0
19,83,77,0
85,229,249,49
18,13,27,0
22,52,105,0
98,228,257,29
20,16,22,0
21,93,65,0
77,217,265,53
22,11,25,0
25,85,69,0
92,216,264,40
24,10,24,0
33,58,88,0
105,232,261,14
22,11,25,0
34,69,76,0
112,214,270,16
21,12,25,0
13,74,92,0
62,233,295,22
18,14,26,0
21,95,63,0
103,222,238,49
27,6,25,0
18,61,100,0
79,244,269,20
18,15,25,0
24,81,74,0
96,221,270,25
15,15,28,0
28,89,62,0
64,237,270,41
18,11,29,0
25,72,82,0
100,239,266,7
16,17,25,0
12,111,56,0
55,228,258,71
17,15,26,0
19,96,64,0
92,210,249,61
13,12,33,0
31,88,60,0
81,234,265,32
16,9,33,0
15,66,98,0
83,233,264,32
19,18,21,0
21,95,63,0
82,224,274,32
20,10,28,0
18,80,81,0
80,236,278,18
24,6,28,0
12,134,33,0
58,211,200,143
18,11,29,0
14,95,70,0
71,222,265,54
21,9,28,0
22,86,71,0
70,231,270,41
22,7,29,0
14,125,40,0
46,227,200,139
12,14,32,0
15,110,54,0
77,211,238,86
18,14,26,0
17,99,63,0
92,216,247,57
14,7,37,0
25,102,52,0
70,227,254,61
16,10,32,0
24,84,71,0
93,229,256,34
21,9,28,0
17,70,92,0
88,239,249,36
19,13,26,0
23,88,68,0
104,215,278,15
23,5,30,0
19,91,69,0
104,206,265,37
29,8,21,0
27,66,86,0
84,225,291,12
19,14,25,0
34,69,76,0
116,210,264,22
28,3,27,0
14,122,43,0
55,223,209,125
15,14,29,0
28,95,56,0
91,214,260,47
18,13,27,0
20,83,76,0
89,222,266,35
21,14,23,0
13,118,48,0
61,226,206,119
12,15,31,0
22,101,56,0
80,213,263,56
30,2,26,0
18,112,49,0
82,203,237,90
21,7,30,0
17,86,76,0
78,226,271,37
15,14,29,0
23,63,93,0
112,236,258,6
21,12,25,0
25,86,68,0
104,208,247,53
28,7,23,0
19,107,53,0
70,217,254,71
16,11,31,0
24,76,79,0
83,236,278,15
22,12,24,0
19,93,67,0
71,225,250,66
25,14,19,0
27,88,64,0
113,202,259,38
26,7,25,0
14,104,61,0
88,208,256,60
26,8,24,0
3,141,35,0
48,226,157,181
12,14,32,0
18,107,54,0
78,207,256,71
24,13,21,0
8,137,34,0
53,215,196,148
9,15,34,0
17,119,43,0
71,210,246,85
23,12,23,0
18,92,69,0
52,235,267,58
18,10,30,0
22,82,75,0
80,227,244,61
16,10,32,0
23,65,91,0
91,223,271,27
23,12,23,0
21,87,71,0
97,215,227,73
21,10,27,0
21,101,57,0
82,212,266,52
20,10,28,0
19,93,67,0
96,212,270,34
25,7,26,0
12,116,51,0
59,228,217,108
11,18,29,0
19,102,58,0
75,220,249,68
23,7,28,0
20,86,73,0
109,198,263,42
31,7,20,0
17,89,73,0
82,231,279,20
19,9,30,0
5,102,72,0
59,226,246,81
21,17,20,0
7,96,76,0
52,243,279,38
15,13,30,0
10,132,37,0
45,219,195,153
11,16,31,0
12,128,39,0
60,231,207,114
13,13,32,0
20,63,96,0
89,243,261,19
19,12,27,0
22,88,69,0
81,235,267,29
17,10,31,0
30,82,67,0
84,226,267,35
17,11,30,0
23,82,74,0
93,222,266,31
20,11,27,0
15,85,79,0
60,230,284,38
14,16,28,0
24,102,53,0
95,208,257,52
27,5,26,0
13,91,75,0
81,224,277,30
13,16,29,0
28,67,84,0
80,241,270,21
19,15,24,0
23,76,80,0
100,225,271,16
15,15,28,0
21,105,53,0
66,231,248,67
16,9,33,0
18,80,81,0
74,225,261,52
15,14,29,0
21,90,68,0
97,214,228,73
27,9,22,0
11,89,79,0
80,226,237,69
15,16,27,0
16,104,59,0
63,221,241,87
17,12,29,0
19,94,66,0
96,214,252,50
28,6,24,0
20,104,55,0
90,224,243,55
12,15,31,0
13,109,57,0
59,231,232,90
13,18,27,0
19,72,88,0
90,247,269,6
12,20,26,0
12,96,71,0
91,221,265,35
22,8,28,0
24,95,60,0
80,209,235,88
22,11,25,0
16,105,58,0
74,218,236,84
16,15,27,0
26,88,65,0
81,212,262,57
23,10,25,0
25,84,70,0
87,216,266,43
22,8,28,0
20,95,64,0
96,206,252,58
23,12,23,0
17,110,52,0
60,224,252,76
14,18,26,0
28,71,80,0
123,221,259,9
17,17,24,0
20,120,39,0
69,200,229,114
22,6,30,0
17,80,82,0
78,228,254,52
22,13,23,0
14,128,37,0
71,200,243,98
21,10,27,0
7,138,34,0
43,226,184,159
13,14,31,0
19,111,49,0
65,215,269,63
20,12,26,0
17,100,62,0
59,224,284,45
14,13,31,0
11,132,36,0
66,207,210,129
16,11,31,0
22,71,86,0
98,237,274,3
19,18,21,0
23,108,48,0
114,178,251,69
29,8,21,0
18,107,54,0
62,221,263,66
18,14,26,0
25,73,81,0
86,231,274,21
19,14,25,0
17,72,90,0
105,240,264,3
20,15,23,0
15,84,80,0
99,223,279,11
18,15,25,0
18,86,75,0
79,227,262,44
20,11,27,0
12,132,35,0
57,222,208,125
15,12,31,0
16,128,35,0
59,216,223,114
13,13,32,0
34,59,86,0
121,220,264,7
30,6,22,0
10,90,79,0
64,242,268,38
22,11,25,0
18,80,81,0
92,226,227,67
21,10,27,0
14,67,98,0
68,241,285,18
13,20,25,0
24,104,51,0
78,216,231,87
21,8,29,0
15,114,50,0
54,210,263,85
15,16,27,0
24,53,102,0
85,248,273,6
16,16,26,0
23,81,75,0
98,224,272,18
26,12,20,0
14,113,52,0
81,211,245,75
19,7,32,0
24,68,87,0
114,227,267,4
16,18,24,0
19,87,73,0
66,242,252,52
18,12,28,0
16,131,32,0
43,219,174,176
17,9,32,0
16,112,51,0
63,221,221,107
14,15,29,0
17,83,79,0
88,222,255,47
11,20,27,0
19,62,98,0
121,210,274,7
20,15,23,0
18,80,81,0
88,226,274,24
19,11,28,0
21,75,83,0
98,224,250,40
21,12,25,0
15,88,76,0
84,230,277,21
17,20,21,0
26,101,52,0
96,189,263,64
26,3,29,0
9,139,31,0
45,213,178,176
14,14,30,0
20,100,59,0
87,207,251,67
20,16,22,0
18,92,69,0
76,230,256,50
21,10,27,0
29,67,83,0
102,231,265,14
19,9,30,0
17,78,84,0
95,224,259,34
19,12,27,0
19,106,54,0
66,220,241,85
18,16,24,0
30,82,67,0
90,230,267,25
19,11,28,0
17,93,69,0
83,220,266,43
28,5,25,0
21,100,58,0
