split,zero_output,linear_in_input,constant_output
65,189,203,33
27,9,22,0
23,100,56,0
67,171,177,75
19,12,27,0
13,64,102,0
54,210,178,48
18,15,25,0
28,69,82,0
82,200,197,11
22,15,21,0
18,102,59,0
62,187,165,76
21,10,27,0
19,80,80,0
65,195,188,42
26,10,22,0
11,124,44,0
35,187,128,140
13,14,31,0
10,120,49,0
37,183,159,111
12,20,26,0
30,78,71,0
104,174,192,20
20,11,27,0
18,69,92,0
63,198,174,55
21,13,24,0
25,65,89,0
72,197,198,23
14,20,24,0
20,107,52,0
69,165,178,78
19,8,31,0
23,55,101,0
58,227,195,10
18,19,21,0
30,75,74,0
67,197,179,47
20,11,27,0
28,55,96,0
74,208,198,10
17,16,25,0
13,99,67,0
56,187,161,86
18,11,29,0
14,90,75,0
54,206,154,76
19,9,30,0
26,83,70,0
67,194,180,49
20,10,28,0
15,74,90,0
71,196,186,37
25,7,26,0
17,86,76,0
51,194,185,60
18,15,25,0
21,90,68,0
45,194,167,84
20,10,28,0
17,85,77,0
53,205,170,62
16,17,25,0
24,92,63,0
69,178,176,67
17,11,30,0
22,85,72,0
64,186,180,60
22,12,24,0
22,71,86,0
54,208,187,41
18,14,26,0
23,81,75,0
69,184,189,48
23,6,29,0
18,86,75,0
65,187,184,54
24,8,26,0
23,96,60,0
52,176,192,70
19,10,29,0
28,70,81,0
88,190,176,36
22,9,27,0
27,87,65,0
59,191,164,76
15,15,28,0
30,72,77,0
66,212,197,15
16,18,24,0
14,100,65,0
58,185,169,78
20,18,20,0
19,85,75,0
60,197,181,52
21,10,27,0
16,62,101,0
58,223,196,13
16,20,22,0
19,81,79,0
54,200,179,57
26,11,21,0
17,109,53,0
71,172,156,91
26,9,23,0
22,116,41,0
55,173,151,111
16,7,35,0
16,111,52,0
45,180,154,111
16,14,28,0
14,105,60,0
51,192,157,90
19,11,28,0
18,80,81,0
67,193,184,46
27,9,22,0
20,73,86,0
67,201,200,22
19,11,28,0
11,94,74,0
45,204,154,87
13,18,27,0
32,66,81,0
83,191,199,17
26,6,26,0
23,89,67,0
57,191,160,82
26,8,24,0
20,82,77,0
63,201,193,33
22,10,26,0
21,88,70,0
57,189,184,60
15,13,30,0
18,101,60,0
62,189,163,76
18,13,27,0
19,72,88,0
58,212,176,44
12,17,29,0
20,98,61,0
56,181,184,69
16,16,26,0
24,96,59,0
62,187,188,53
26,5,27,0
20,99,60,0
58,180,161,91
18,13,27,0
21,95,63,0
74,175,189,52
20,7,31,0
22,101,56,0
67,169,182,72
19,10,29,0
20,63,96,0
69,209,174,38
20,15,23,0
25,70,84,0
56,204,194,36
24,9,25,0
20,80,79,0
80,180,191,39
25,7,26,0
16,85,78,0
59,198,173,60
20,16,22,0
20,96,63,0
61,182,186,61
23,9,26,0
18,116,45,0
51,181,155,103
23,11,24,0
26,75,78,0
68,193,182,47
25,13,20,0
20,102,57,0
56,179,176,79
24,12,22,0
19,89,71,0
52,198,170,70
18,10,30,0
9,121,49,0
30,194,136,130
7,17,34,0
26,67,86,0
63,217,181,29
21,8,29,0
18,84,77,0
62,185,192,51
27,10,21,0
13,91,75,0
56,193,179,62
18,18,22,0
28,71,80,0
76,201,191,22
22,9,27,0
23,74,82,0
66,198,180,46
19,10,29,0
13,116,50,0
57,175,155,103
19,12,27,0
16,124,39,0
36,181,136,137
11,14,33,0
19,49,111,0
66,224,182,18
17,18,23,0
18,122,39,0
50,165,163,112
16,17,25,0
22,103,54,0
68,173,158,91
20,8,30,0
10,95,74,0
36,196,171,87
19,17,22,0
9,130,40,0
38,180,116,156
6,19,33,0
18,101,60,0
52,189,160,89
20,14,24,0
22,68,89,0
71,210,194,15
21,18,19,0
21,40,118,0
68,217,189,16
27,15,16,0
19,56,104,0
78,219,186,7
16,20,22,0
24,63,92,0
74,191,201,24
27,10,21,0
23,83,73,0
60,187,199,44
14,15,29,0
22,73,84,0
70,193,175,52
22,15,21,0
20,94,65,0
86,171,192,41
30,6,22,0
16,92,71,0
61,192,169,68
20,14,24,0
18,97,64,0
64,178,166,82
23,11,24,0
8,131,40,0
36,182,122,150
7,17,34,0
24,79,76,0
79,197,174,40
28,7,23,0
23,69,87,0
60,197,190,43
12,18,28,0
15,115,49,0
48,171,177,94
24,11,23,0
17,125,37,0
54,154,159,123
20,10,28,0
11,100,68,0
61,191,163,75
22,9,27,0
23,105,51,0
52,181,170,87
18,11,29,0
30,92,57,0
53,184,178,75
13,16,29,0
22,73,84,0
56,209,186,39
24,16,18,0
11,128,40,0
39,176,138,137
13,15,30,0
20,62,97,0
58,204,191,37
22,13,23,0
14,88,77,0
54,196,181,59
15,10,33,0
10,131,38,0
37,179,127,147
8,15,35,0
14,85,80,0
57,201,182,50
20,16,22,0
13,64,102,0
61,212,192,25
15,21,22,0
23,79,77,0
58,196,188,48
20,14,24,0
11,116,52,0
38,185,149,118
15,17,26,0
15,83,81,0
51,194,180,65
11,14,33,0
19,82,78,0
60,197,171,62
20,14,24,0
14,131,34,0
44,169,120,157
13,13,32,0
22,101,56,0
63,176,178,73
15,12,31,0
22,84,73,0
55,198,171,66
23,15,20,0
22,85,72,0
72,197,168,53
25,9,24,0
21,88,70,0
54,195,176,65
21,12,25,0
16,93,70,0
70,183,198,39
17,15,26,0
21,85,73,0
62,191,179,58
20,6,32,0
27,115,37,0
59,157,162,112
21,9,28,0
27,74,78,0
56,207,199,28
17,17,24,0
16,76,87,0
52,203,169,66
16,16,26,0
12,104,63,0
53,176,180,81
26,10,22,0
14,81,84,0
59,202,163,66
20,13,25,0
24,89,66,0
53,190,187,60
21,10,27,0
11,133,35,0
33,171,137,149
11,13,34,0
14,128,37,0
49,162,129,150
15,9,34,0
19,89,71,0
68,181,191,50
20,8,30,0
16,95,68,0
52,189,192,57
21,11,26,0
19,102,58,0
57,176,168,89
19,8,31,0
15,119,45,0
54,175,130,131
11,16,31,0
18,45,116,0
69,233,182,6
22,13,23,0
14,109,56,0
46,188,154,102
17,14,27,0
15,107,57,0
43,185,174,88
19,15,24,0
30,72,77,0
89,196,180,25
21,10,27,0
13,113,53,0
46,180,162,102
16,15,27,0
16,103,60,0
69,176,156,89
18,11,29,0
17,86,76,0
66,193,169,62
15,10,33,0
18,91,70,0
70,186,173,61
22,9,27,0
24,67,88,0
55,208,187,40
23,11,24,0
7,72,100,0
45,225,191,29
19,11,28,0
18,64,97,0
61,210,203,16
28,14,16,0
16,93,70,0
66,185,165,74
23,8,27,0
30,74,75,0
103,181,190,16
19,18,21,0
28,67,84,0
97,196,179,18
26,12,20,0
25,58,96,0
66,200,208,16
16,16,26,0
21,121,37,0
47,163,158,122
15,13,30,0
21,85,73,0
59,190,177,64
9,20,29,0
21,73,85,0
57,208,167,58
24,10,24,0
19,74,86,0
42,219,190,39
12,21,25,0
13,77,89,0
73,205,181,31
19,13,26,0
24,81,74,0
87,189,195,19
17,19,22,0
15,88,76,0
51,196,202,41
21,12,25,0
26,85,68,0
67,198,194,31
21,7,30,0
23,99,57,0
70,171,161,88
20,9,29,0
10,136,33,0
50,163,122,155
14,11,33,0
14,116,49,0
43,183,141,123
15,13,30,0
23,79,77,0
70,196,179,45
16,18,24,0
20,83,76,0
61,197,189,43
17,17,24,0
16,80,83,0
68,197,185,40
20,10,28,0
26,97,56,0
56,181,195,58
16,15,27,0
27,71,81,0
79,194,195,22
21,14,23,0
18,70,91,0
61,206,188,35
16,16,26,0
15,95,69,0
63,186,156,85
17,16,25,0
19,98,62,0
66,180,156,88
22,8,28,0
7,131,41,0
43,178,124,145
11,14,33,0
20,53,106,0
51,235,182,22
15,16,27,0
6,85,88,0
31,219,196,44
10,20,28,0
30,70,79,0
76,202,196,16
17,17,24,0
27,77,75,0
63,196,195,36
18,11,29,0
15,104,60,0
51,179,166,94
19,9,30,0
23,97,59,0
54,193,171,72
18,18,22,0
24,55,100,0
81,212,190,7
15,16,27,0
23,97,59,0
69,180,159,82
21,7,30,0
28,61,90,0
60,219,197,14
23,12,23,0
16,116,47,0
39,185,146,120
12,15,31,0
17,107,55,0
45,184,155,106
18,13,27,0
24,82,73,0
56,193,179,62
16,18,24,0
18,92,69,0
75,178,168,69
23,8,27,0
11,138,30,0
39,162,138,151
15,11,32,0
24,76,79,0
79,202,194,15
20,14,24,0
20,35,124,0
78,216,195,1
20,15,23,0
28,76,75,0
62,192,193,43
23,11,24,0
24,76,79,0
57,204,174,55
16,12,30,0
10,133,36,0
39,171,132,148
13,12,33,0
11,135,33,0
45,173,120,152
8,15,35,0
15,108,56,0
43,188,163,96
17,15,26,0
18,105,56,0
58,188,167,77
24,7,27,0
18,94,67,0
76,179,170,65
27,5,26,0
21,98,60,0
52,187,174,77
14,10,34,0
20,103,56,0
69,171,160,90
24,9,25,0
17,70,92,0
61,210,172,47
22,14,22,0
19,72,88,0
61,211,181,37
15,18,25,0
23,77,79,0
58,201,216,15
17,17,24,0
29,73,77,0
70,193,201,26
18,13,27,0
21,96,62,0
65,189,176,60
20,11,27,0
18,43,118,0
58,224,194,14
18,18,22,0
12,133,34,0
45,164,133,148
8,14,36,0
15,121,43,0
41,187,145,117
14,13,31,0
21,89,69,0
69,186,180,55
25,3,30,0
24,67,88,0
65,211,187,27
20,11,27,0
10,97,72,0
41,207,173,69
10,21,27,0
16,128,35,0
44,172,127,147
10,15,33,0
20,101,58,0
68,169,159,94
22,10,26,0
17,109,53,0
63,161,155,111
23,6,29,0
13,87,79,0
52,198,186,54
19,16,23,0
14,89,76,0
57,186,172,75
14,15,29,0
8,118,53,0
27,204,151,108
13,16,29,0
28,64,87,0
58,203,199,30
19,13,26,0
20,106,53,0
59,177,175,79
21,8,29,0
27,76,76,0
65,202,199,24
25,13,20,0
29,85,65,0
92,178,156,64
35,6,17,0
26,70,83,0
64,205,190,31
23,13,22,0
13,137,29,0
48,165,102,175
9,15,34,0
17,90,72,0
55,195,178,62
12,18,28,0
23,77,79,0
75,191,186,38
22,15,21,0
19,87,73,0
65,195,163,67
20,12,26,0
27,57,95,0
82,192,194,22
22,14,22,0
19,99,61,0
52,186,172,80
24,8,26,0
27,94,58,0
60,189,188,53
25,10,23,0
7,122,50,0
39,184,133,134
14,13,31,0
22,89,68,0
68,181,181,60
18,13,27,0
7,73,99,0
52,212,194,32
12,21,25,0
30,61,88,0
72,206,170,42
20,14,24,0
28,65,86,0
77,207,186,20
18,11,29,0
18,110,51,0
56,180,164,90
21,10,27,0
18,56,105,0
69,216,185,20
15,15,28,0
15,113,51,0
61,173,159,97
19,9,30,0
10,121,48,0
31,189,142,128
11,16,31,0
16,86,77,0
54,198,183,55
20,16,22,0
24,72,83,0
74,200,177,39
26,9,23,0
15,62,102,0
50,211,197,32
24,10,24,0
31,80,68,0
78,189,188,35
17,14,27,0
25,76,78,0
72,201,187,30
23,13,22,0
18,75,86,0
77,194,188,31
21,17,20,0
20,75,84,0
53,209,173,55
18,15,25,0
33,65,81,0
80,201,171,38
24,12,22,0
20,66,93,0
57,222,184,27
21,14,23,0
22,74,83,0
69,192,189,40
21,15,22,0
11,140,28,0
44,156,117,173
14,12,32,0
15,68,96,0
61,211,198,20
21,14,23,0
15,92,72,0
53,199,172,66
17,17,24,0
23,59,97,0
61,217,198,14
23,11,24,0
21,72,86,0
64,196,177,53
18,13,27,0
22,96,61,0
63,180,160,87
16,13,29,0
24,85,70,0
46,202,201,41
12,18,28,0
15,77,87,0
56,205,189,40
13,22,23,0
24,79,76,0
79,187,187,37
24,11,23,0
10,121,48,0
27,203,153,107
10,14,34,0
19,85,75,0
79,189,187,35
19,16,23,0
19,69,91,0
63,214,189,24
16,10,32,0
23,77,79,0
95,187,194,14
21,14,23,0
18,95,66,0
46,191,188,65
15,20,23,0
18,55,106,0
67,217,185,21
23,10,25,0
11,134,34,0
27,177,137,149
17,9,32,0
14,101,64,0
45,189,175,81
12,18,28,0
17,124,38,0
34,180,151,125
15,12,31,0
25,101,53,0
85,155,188,62
23,8,27,0
26,81,72,0
70,190,201,29
18,14,26,0
24,91,64,0
59,181,178,72
20,14,24,0
22,100,57,0
81,175,192,42
27,2,29,0
6,131,42,0
30,180,122,158
15,12,31,0
21,105,53,0
59,171,174,86
27,6,25,0
16,94,69,0
43,194,172,81
21,10,27,0
13,100,66,0
54,197,152,87
16,9,33,0
9,137,33,0
46,164,131,149
9,14,35,0
16,128,35,0
40,175,133,142
9,15,34,0
27,89,63,0
74,186,177,53
19,15,24,0
20,89,70,0
59,182,197,52
18,14,26,0
19,62,98,0
63,216,178,33
9,15,34,0
15,108,56,0
41,190,148,111
13,16,29,0
21,93,65,0
78,177,182,53
24,15,19,0
17,122,40,0
57,157,164,112
25,9,24,0
20,89,70,0
69,191,177,53
16,16,26,0
28,86,65,0
85,181,174,50
29,9,20,0
28,57,94,0
74,214,193,9
19,14,25,0
29,88,62,0
71,184,195,40
18,12,28,0
17,86,76,0
57,194,177,62
20,10,28,0
15,126,38,0
34,175,153,128
12,15,31,0
28,67,84,0
76,196,194,24
16,20,22,0
16,122,41,0
52,175,145,118
15,15,28,0
24,75,80,0
64,208,187,31
26,9,23,0
18,119,42,0
60,165,177,88
14,13,31,0
14,105,60,0
45,191,176,78
11,20,27,0
29,67,83,0
93,198,189,10
17,16,25,0
22,73,84,0
57,196,182,55
18,16,24,0
21,92,66,0
78,162,200,50
28,8,22,0
16,92,71,0
52,194,177,67
17,10,31,0
25,73,81,0
60,203,192,35
20,11,27,0
18,109,52,0
52,179,161,98
15,14,29,0
20,79,80,0
70,199,180,41
18,11,29,0
23,100,56,0
71,166,182,71
13,13,32,0
14,96,69,0
65,187,159,79
21,10,27,0
22,84,73,0
83,182,180,45
19,10,29,0
16,25,138,0
66,237,181,6
11,22,25,0
28,89,62,0
58,191,177,64
20,12,26,0
26,71,82,0
77,198,180,35
25,7,26,0
19,89,71,0
64,197,174,55
16,20,22,0
24,93,62,0
68,187,181,54
24,6,28,0
21,63,95,0
71,205,185,29
24,13,21,0
16,98,65,0
60,188,165,77
23,7,28,0
17,53,109,0
64,233,183,10
17,15,26,0
20,75,84,0
71,202,169,48
19,11,28,0
11,92,76,0
51,208,189,42
17,17,24,0
18,98,63,0
59,189,153,89
15,13,30,0
23,67,89,0
66,198,191,35
19,12,27,0
24,39,116,0
73,219,191,7
20,17,21,0
18,67,94,0
73,207,183,27
22,13,23,0
13,55,111,0
59,221,176,34
14,18,26,0
28,65,86,0
70,200,190,30
26,8,24,0
9,111,59,0
48,186,159,97
18,14,26,0
19,88,72,0
55,196,160,79
16,15,27,0
29,101,49,0
86,155,184,65
20,9,29,0
22,113,44,0
65,170,163,92
16,12,30,0
29,80,70,0
76,196,183,35
26,8,24,0
16,103,60,0
40,190,175,85
19,10,29,0
13,84,82,0
62,210,182,36
17,12,29,0
26,75,78,0
74,196,186,34
18,16,24,0
19,79,81,0
71,184,205,30
22,13,23,0
21,126,32,0
40,173,139,138
13,13,32,0
21,86,72,0
52,199,179,60
18,10,30,0
9,98,72,0
63,193,175,59
15,16,27,0
24,72,83,0
58,205,185,42
23,12,23,0
17,95,67,0
84,172,177,57
23,11,24,0
6,44,129,0
50,242,174,24
18,17,23,0
22,56,101,0
65,220,176,29
24,12,22,0
17,77,85,0
79,200,187,24
22,11,25,0
24,76,79,0
53,208,192,37
18,12,28,0
20,89,70,0
60,191,191,48
25,11,22,0
27,49,103,0
76,215,183,16
22,17,19,0
18,120,41,0
53,171,146,120
11,11,36,0
13,103,63,0
48,193,168,81
19,13,26,0
17,103,59,0
52,176,176,86
24,9,25,0
17,56,106,0
67,209,175,39
17,14,27,0
26,60,93,0
90,209,180,11
18,21,19,0
21,75,83,0
59,194,201,36
21,15,22,0
13,88,78,0
54,190,179,67
24,9,25,0
15,133,31,0
42,168,134,146
11,13,34,0
18,104,57,0
56,184,176,74
26,5,27,0
13,127,39,0
40,171,140,139
20,13,25,0
26,90,63,0
52,192,198,48
20,10,28,0
19,90,70,0
50,194,179,67
16,18,24,0
23,65,91,0
78,199,191,22
14,21,23,0
25,90,64,0
62,184,181,63
21,10,27,0
26,83,70,0
71,189,173,57
26,6,26,0
21,91,67,0
60,193,159,78
24,9,25,0
16,98,65,0
55,183,178,74
22,14,22,0
16,118,45,0
52,169,159,110
18,14,26,0
9,141,29,0
46,161,106,177
8,15,35,0
19,103,57,0
63,175,184,68
26,11,21,0
8,141,30,0
39,164,123,164
13,12,33,0
18,78,83,0
55,206,189,40
18,13,27,0
23,84,72,0
73,186,195,36
23,13,22,0
18,46,115,0
61,212,196,21
20,17,21,0
20,76,83,0
78,179,203,30
24,11,23,0
24,75,80,0
65,198,199,28
19,15,24,0
32,62,85,0
78,207,177,28
26,5,27,0
19,82,78,0
70,193,191,36
13,17,28,0
24,95,60,0
62,182,188,58
18,9,31,0
8,139,32,0
38,167,125,160
14,13,31,0
21,99,59,0
52,185,175,78
23,12,23,0
23,108,48,0
57,164,176,93
22,8,28,0
27,71,81,0
85,195,198,12
23,16,19,0
26,76,77,0
78,192,205,15
19,14,25,0
24,67,88,0
66,206,190,28
19,13,26,0
12,92,75,0
52,181,194,63
21,9,28,0
22,58,99,0
71,202,183,34
26,11,21,0
15,79,85,0
54,198,180,58
16,16,26,0
24,69,86,0
75,208,185,22
26,15,17,0
17,67,95,0
54,210,202,24
15,17,26,0
24,69,86,0
69,206,188,27
21,7,30,0
20,100,59,0
39,195,181,75
12,19,27,0
16,91,72,0
60,191,169,70
18,11,29,0
18,97,64,0
54,193,167,76
11,15,32,0
19,102,58,0
58,186,148,98
25,10,23,0
18,72,89,0
57,213,178,42
9,22,27,0
12,118,49,0
53,173,159,105
16,14,28,0
17,64,98,0
56,222,173,39
20,13,25,0
10,136,33,0
37,174,112,167
14,13,31,0
12,129,38,0
46,175,131,138
12,14,32,0
17,92,70,0
52,193,178,67
17,13,28,0
20,82,77,0
74,187,176,53
24,12,22,0
30,94,55,0
86,162,188,54
14,15,29,0
22,101,56,0
57,181,178,74
19,8,31,0
9,109,61,0
47,180,156,107
21,10,27,0
22,67,90,0
58,205,184,43
24,8,26,0
12,112,55,0
39,189,153,109
17,15,26,0
30,75,74,0
62,200,208,20
19,14,25,0
20,90,69,0
57,198,176,59
24,9,25,0
13,122,44,0
51,175,136,128
19,8,31,0
16,107,56,0
56,165,189,80
20,11,27,0
21,73,85,0
64,194,179,53
22,9,27,0
12,110,57,0
42,187,169,92
19,9,30,0
15,136,28,0
52,155,139,144
11,13,34,0
18,135,26,0
51,151,137,151
10,12,36,0
29,71,79,0
73,202,182,33
23,8,27,0
19,93,67,0
40,198,185,67
18,10,30,0
13,129,37,0
47,165,138,140
18,11,29,0
16,103,60,0
50,182,171,87
19,11,28,0
30,94,55,0
84,168,195,43
22,8,28,0
23,89,67,0
70,183,189,48
16,10,32,0
13,86,80,0
52,207,181,50
17,14,27,0
13,70,96,0
69,220,189,12
12,18,28,0
20,79,80,0
70,198,181,41
22,11,25,0
15,81,83,0
45,207,193,45
16,19,23,0
27,76,76,0
76,192,188,34
25,8,25,0
18,88,73,0
58,188,170,74
19,12,27,0
9,118,52,0
37,187,140,126
12,15,31,0
14,81,84,0
76,202,185,27
16,15,27,0
15,122,42,0
31,194,145,120
9,15,34,0
19,97,63,0
76,174,175,65
26,8,24,0
32,62,85,0
82,207,191,10
18,14,26,0
27,79,73,0
63,189,178,60
22,14,22,0
28,80,71,0
64,200,176,50
21,7,30,0
8,140,31,0
47,165,103,175
7,16,35,0
18,58,103,0
73,213,192,12
17,16,25,0
18,82,79,0
50,207,188,45
20,9,29,0
21,102,56,0
59,177,185,69
25,11,22,0
15,135,29,0
44,170,120,156
8,15,35,0
21,80,78,0
71,204,172,43
22,6,30,0
19,82,78,0
65,187,190,48
30,9,19,0
21,63,95,0
69,198,189,34
21,16,21,0
25,84,70,0
63,198,166,63
18,12,28,0
25,75,79,0
80,188,189,33
24,9,25,0
11,114,54,0
48,183,132,127
9,17,32,0
15,60,104,0
60,215,195,20
21,12,25,0
22,79,78,0
65,197,185,43
16,14,28,0
20,50,109,0
73,227,181,9
18,13,27,0
17,48,114,0
69,212,182,27
20,18,20,0
21,95,63,0
69,179,176,66
25,9,24,0
29,85,65,0
92,178,156,64
35,6,17,0
14,107,58,0
52,183,157,98
19,10,29,0
25,76,78,0
61,206,191,32
22,9,27,0
19,77,83,0
67,198,179,46
17,13,28,0
8,49,122,0
63,224,180,23
19,19,20,0
13,126,40,0
46,173,129,142
10,15,33,0
20,98,61,0
53,177,171,89
17,10,31,0
15,109,55,0
50,175,165,100
24,12,22,0
24,88,67,0
51,192,164,83
20,9,29,0
10,125,44,0
44,186,134,126
11,15,32,0
27,74,78,0
93,193,188,16
22,14,22,0
24,73,82,0
67,198,193,32
16,16,26,0
7,126,46,0
26,201,139,124
10,16,32,0
16,111,52,0
49,175,170,96
24,7,27,0
17,95,67,0
42,191,173,84
18,11,29,0
27,98,54,0
82,156,197,55
23,9,26,0
22,107,50,0
53,173,179,85
21,8,29,0
23,81,75,0
82,182,193,33
19,11,28,0
10,111,58,0
36,189,174,91
11,17,30,0
29,57,93,0
74,205,180,31
22,10,26,0
17,123,39,0
53,168,134,135
10,15,33,0
21,94,64,0
55,186,186,63
16,15,27,0
18,99,62,0
63,185,167,75
25,9,24,0
26,69,84,0
69,194,194,33
19,14,25,0
14,80,85,0
48,214,178,50
17,16,25,0
18,95,66,0
72,182,176,60
23,11,24,0
16,123,40,0
45,174,139,132
12,12,34,0
21,79,79,0
68,196,168,58
21,10,27,0
11,129,39,0
34,176,145,135
15,14,29,0
20,62,97,0
74,200,192,24
21,18,19,0
18,88,73,0
63,186,165,76
18,14,26,0
12,134,33,0
38,173,128,151
11,15,32,0
19,94,66,0
50,185,180,75
19,14,25,0
22,79,78,0
60,210,179,41
20,10,28,0
15,74,90,0
38,223,177,52
15,16,27,0
27,73,79,0
72,205,190,23
20,11,27,0
20,93,66,0
51,195,183,61
11,17,30,0
20,87,72,0
53,196,183,58
12,22,24,0
6,132,41,0
38,180,126,146
13,15,30,0
5,144,30,0
39,164,104,183
7,18,33,0
19,118,42,0
71,156,158,105
26,8,24,0
17,135,27,0
47,162,124,157
13,12,33,0
24,85,70,0
61,192,194,43
19,7,32,0
20,73,86,0
40,211,182,57
21,15,22,0
18,103,58,0
61,180,180,69
15,13,30,0
24,80,75,0
69,194,176,51
25,7,26,0
7,104,68,0
38,188,154,110
16,13,29,0
21,101,57,0
65,174,172,79
21,8,29,0
15,83,81,0
69,195,191,35
22,15,21,0
28,84,67,0
78,182,190,40
25,10,23,0
11,82,86,0
52,201,192,45
22,10,26,0
25,95,59,0
104,153,198,35
23,6,29,0
19,83,77,0
57,196,197,40
19,16,23,0
18,58,103,0
64,213,179,34
23,14,21,0
23,60,96,0
59,218,192,21
22,9,27,0
10,128,41,0
32,177,149,132
16,11,31,0
18,103,58,0
64,185,172,69
18,11,29,0
23,95,61,0
73,175,182,60
24,11,23,0
29,88,62,0
73,184,186,47
24,8,26,0
11,110,58,0
50,184,164,92
21,8,29,0
30,67,82,0
58,208,201,23
19,13,26,0
13,63,103,0
57,223,187,23
17,17,24,0
23,57,99,0
79,204,196,11
19,16,23,0
18,106,55,0
45,184,182,79
28,7,23,0
25,85,69,0
59,191,177,63
20,11,27,0
25,86,68,0
60,185,199,46
24,13,21,0
23,55,101,0
62,218,189,21
16,20,22,0
20,95,64,0
45,194,179,72
19,12,27,0
24,90,65,0
56,191,186,57
14,13,31,0
24,97,58,0
63,183,165,79
19,9,30,0
12,50,117,0
46,235,183,26
20,18,20,0
21,50,108,0
80,207,196,7
26,15,17,0
19,104,56,0
45,180,171,94
19,11,28,0
22,101,56,0
56,179,176,79
17,10,31,0
25,68,86,0
67,197,193,33
22,10,26,0
21,51,107,0
89,202,182,17
27,11,20,0
15,139,25,0
53,154,109,174
16,11,31,0
12,87,80,0
62,192,197,39
24,13,21,0
12,117,50,0
45,180,154,111
19,7,32,0
20,97,62,0
74,178,175,63
25,7,26,0
16,66,97,0
86,193,181,30
23,8,27,0
19,111,49,0
76,154,180,80
22,7,29,0
16,105,58,0
49,182,166,93
12,14,32,0
25,90,64,0
54,196,184,56
18,10,30,0
13,134,32,0
48,167,116,159
13,12,33,0
17,69,93,0
49,223,202,16
17,18,23,0
24,100,55,0
84,163,162,81
24,6,28,0
18,94,67,0
71,175,177,67
22,10,26,0
19,88,72,0
61,188,179,62
24,5,29,0
19,92,68,0
57,181,177,75
25,6,27,0
27,65,87,0
69,203,186,32
27,11,20,0
18,98,63,0
56,196,164,74
25,7,26,0
20,90,69,0
77,177,181,55
36,7,15,0
17,107,55,0
51,195,163,81
11,12,35,0
22,74,83,0
52,205,173,60
25,9,24,0
22,69,88,0
60,210,186,34
23,10,25,0
20,95,64,0
53,189,176,72
19,12,27,0
27,84,68,0
61,193,199,37
19,14,25,0
14,137,28,0
46,165,130,149
14,12,32,0
27,94,58,0
79,176,180,55
18,9,31,0
23,100,56,0
71,177,169,73
15,11,32,0
16,84,79,0
46,198,189,57
23,14,21,0
24,48,107,0
69,211,178,32
15,16,27,0
10,53,116,0
51,230,200,9
14,18,26,0
15,106,58,0
44,187,157,102
17,11,30,0
14,115,50,0
67,170,159,94
21,13,24,0
16,80,83,0
63,189,186,52
22,10,26,0
17,83,79,0
42,211,173,64
13,18,27,0
28,49,102,0
80,214,181,15
26,10,22,0
22,87,70,0
60,194,191,45
26,7,25,0
21,68,90,0
77,204,185,24
27,12,19,0
14,119,46,0
47,181,164,98
13,15,30,0
20,94,65,0
66,189,178,57
17,11,30,0
19,65,95,0
68,199,182,41
21,11,26,0
21,72,86,0
59,207,200,24
26,8,24,0
21,55,103,0
55,216,190,29
18,13,27,0
24,96,59,0
59,178,206,47
18,10,30,0
22,99,58,0
72,163,180,75
26,6,26,0
18,102,59,0
56,180,175,79
21,15,22,0
32,67,80,0
70,203,179,38
27,8,23,0
18,75,86,0
59,194,195,42
20,14,24,0
22,88,69,0
77,181,154,78
29,8,21,0
23,63,93,0
60,220,185,25
26,10,22,0
15,127,37,0
58,156,143,133
16,12,30,0
24,71,84,0
76,193,174,47
17,14,27,0
26,92,61,0
93,155,173,69
34,7,17,0
13,89,77,0
57,202,167,64
22,11,25,0
14,96,69,0
46,195,188,61
11,18,29,0
21,84,74,0
58,188,182,62
21,15,22,0
20,56,103,0
59,206,203,22
27,10,21,0
18,109,52,0
45,185,151,109
13,16,29,0
19,75,85,0
63,211,173,43
16,15,27,0
27,85,67,0
61,196,190,43
21,7,30,0
23,72,84,0
77,198,187,28
25,8,25,0
18,107,54,0
47,188,162,93
17,14,27,0
17,59,103,0
73,209,189,19
22,13,23,0
13,111,55,0
47,192,166,85
18,12,28,0
14,121,44,0
46,178,143,123
11,14,33,0
9,139,31,0
52,162,107,169
14,12,32,0
20,119,40,0
72,143,178,97
23,9,26,0
7,116,56,0
36,190,147,117
15,15,28,0
15,109,55,0
55,182,184,69
21,9,28,0
14,106,59,0
47,187,153,103
17,16,25,0
22,83,74,0
66,192,192,40
21,13,24,0
18,66,95,0
60,209,190,31
27,12,19,0
26,77,76,0
73,190,199,28
19,14,25,0
31,89,59,0
50,194,185,61
20,14,24,0
17,103,59,0
58,184,180,68
26,12,20,0
18,109,52,0
54,173,181,82
19,16,23,0
28,61,90,0
76,211,188,15
22,10,26,0
17,69,93,0
64,208,178,40
20,13,25,0
30,62,87,0
72,195,203,20
23,13,22,0
18,114,47,0
50,172,156,112
19,5,34,0
16,93,70,0
62,184,174,70
20,10,28,0
19,84,76,0
48,211,176,55
20,7,31,0
25,53,101,0
68,221,186,15
14,17,27,0
13,103,63,0
67,180,180,63
26,8,24,0
20,88,71,0
68,185,183,54
24,12,22,0
26,88,65,0
88,164,174,64
31,8,19,0
22,72,85,0
60,213,191,26
18,16,24,0
21,87,71,0
59,189,180,62
