split,zero_output,linear_in_input,constant_output
96,269,352,63
31,4,34,0
21,56,97,0
114,300,335,31
19,11,39,0
28,66,80,0
129,298,348,5
25,18,26,0
29,87,58,0
107,271,343,59
30,10,29,0
31,69,74,0
135,285,344,16
29,9,31,0
17,114,43,0
69,263,291,157
20,8,41,0
12,110,52,0
104,259,320,97
16,17,36,0
37,67,70,0
166,262,344,8
37,13,19,0
23,64,87,0
115,289,342,34
26,13,30,0
29,62,83,0
147,293,325,15
21,14,34,0
30,97,47,0
113,256,345,66
23,6,40,0
29,53,92,0
117,312,338,13
22,19,28,0
33,64,77,0
136,266,347,31
33,11,25,0
37,43,94,0
146,300,329,5
29,20,20,0
22,86,66,0
111,273,332,64
23,4,42,0
15,83,76,0
95,288,317,80
19,16,34,0
33,74,67,0
122,279,355,24
21,14,34,0
24,64,86,0
137,277,342,24
28,11,30,0
25,77,72,0
114,299,312,55
23,19,27,0
21,85,68,0
108,269,335,68
23,6,40,0
23,77,74,0
91,293,342,54
25,8,36,0
32,84,58,0
127,260,354,39
25,10,34,0
29,74,71,0
116,277,342,45
24,9,36,0
25,62,87,0
114,297,337,32
26,12,31,0
29,73,72,0
146,261,335,38
31,6,32,0
31,77,66,0
117,295,327,41
26,12,31,0
29,88,57,0
115,253,360,52
25,9,35,0
33,60,81,0
148,273,329,30
33,8,28,0
28,78,68,0
124,268,330,58
23,11,35,0
35,57,82,0
161,296,319,4
26,21,22,0
21,95,58,0
101,289,336,54
23,13,33,0
23,78,73,0
120,284,339,37
30,9,30,0
27,53,94,0
139,311,327,3
26,17,26,0
26,75,73,0
93,284,345,58
27,13,29,0
31,98,45,0
147,234,324,75
25,8,36,0
22,110,42,0
85,257,347,91
24,8,37,0
20,102,52,0
81,275,333,91
15,17,37,0
21,94,59,0
94,267,344,75
19,10,40,0
23,73,78,0
99,296,353,32
19,14,36,0
37,56,81,0
148,290,336,6
24,12,33,0
20,82,72,0
67,307,329,77
13,15,41,0
36,54,84,0
152,282,340,6
32,13,24,0
25,78,71,0
129,264,329,58
31,5,33,0
30,66,78,0
131,263,356,30
26,10,33,0
24,80,70,0
91,286,363,40
25,16,28,0
27,90,57,0
133,260,336,51
27,13,29,0
23,65,86,0
109,301,333,37
22,19,28,0
28,83,63,0
117,269,353,41
20,13,36,0
23,86,65,0
150,245,338,47
39,2,28,0
34,86,54,0
104,266,345,65
24,9,36,0
31,86,57,0
148,247,347,38
30,12,27,0
28,93,53,0
115,257,351,57
22,7,40,0
27,59,88,0
122,301,325,32
29,8,32,0
25,65,84,0
110,297,348,25
27,16,26,0
35,69,70,0
129,271,363,17
35,8,26,0
24,73,77,0
122,265,343,50
29,8,32,0
25,91,58,0
106,278,339,57
21,18,30,0
24,97,53,0
106,261,299,114
26,11,32,0
25,75,74,0
134,275,332,39
30,13,26,0
24,97,53,0
108,271,319,82
26,13,30,0
21,81,72,0
116,267,346,51
22,7,40,0
17,109,48,0
82,261,304,133
18,10,41,0
37,54,83,0
139,279,336,26
28,12,29,0
25,78,71,0
114,295,308,63
24,23,22,0
26,82,66,0
117,282,354,27
26,13,30,0
38,59,77,0
139,286,348,7
30,14,25,0
21,71,82,0
94,314,325,47
25,12,32,0
15,108,51,0
102,261,312,105
20,16,33,0
16,116,42,0
73,255,287,165
20,8,41,0
24,44,106,0
122,317,329,12
21,16,32,0
21,108,45,0
109,230,350,91
27,5,37,0
27,91,56,0
111,251,351,67
37,8,24,0
18,83,73,0
97,285,323,75
20,14,35,0
9,121,44,0
78,249,240,213
14,12,43,0
21,96,57,0
89,274,354,63
25,13,31,0
37,59,78,0
140,301,334,5
25,16,28,0
25,34,115,0
158,303,308,11
25,14,30,0
24,55,95,0
163,305,310,2
24,19,26,0
23,64,87,0
131,298,323,28
19,18,32,0
31,71,72,0
124,278,351,27
30,13,26,0
26,67,81,0
109,282,346,43
24,8,37,0
30,81,63,0
152,242,350,36
28,6,35,0
24,79,71,0
117,267,337,59
33,7,29,0
22,91,61,0
110,258,345,67
23,7,39,0
12,121,41,0
80,247,264,189
19,9,41,0
33,67,74,0
149,260,344,27
36,8,25,0
28,60,86,0
99,307,347,27
23,15,31,0
21,104,49,0
95,258,348,79
18,6,45,0
24,117,33,0
108,229,337,106
19,7,43,0
16,96,62,0
93,294,330,63
19,12,38,0
27,93,54,0
106,266,348,60
22,10,37,0
25,84,65,0
107,276,338,59
22,7,40,0
23,73,78,0
127,285,332,36
27,13,29,0
19,115,40,0
82,252,309,137
13,13,43,0
29,55,90,0
126,302,331,21
33,9,27,0
25,79,70,0
112,290,343,35
17,15,37,0
17,119,38,0
92,238,273,177
18,10,41,0
24,70,80,0
118,290,346,26
23,15,31,0
28,52,94,0
85,324,356,15
19,21,29,0
32,70,72,0
99,294,339,48
26,9,34,0
16,107,51,0
90,268,330,92
22,10,37,0
15,79,80,0
88,297,325,70
16,18,35,0
28,74,72,0
118,279,327,56
21,12,36,0
17,126,31,0
87,239,240,214
17,10,42,0
28,92,54,0
113,251,363,53
32,7,30,0
28,81,65,0
93,291,334,62
18,15,36,0
24,77,73,0
134,283,326,37
34,6,29,0
29,78,67,0
95,290,346,49
21,15,33,0
25,84,65,0
152,255,338,35
27,12,30,0
29,75,70,0
122,274,339,45
27,10,32,0
27,102,45,0
121,226,345,88
25,5,39,0
28,67,79,0
134,301,330,15
26,12,31,0
19,72,83,0
114,290,309,67
24,12,33,0
28,90,56,0
121,250,358,51
29,7,33,0
25,71,78,0
109,283,335,53
26,8,35,0
36,77,61,0
96,294,351,39
20,7,42,0
10,124,40,0
78,246,306,150
17,10,42,0
15,118,41,0
90,240,285,165
21,8,40,0
26,77,71,0
130,264,349,37
27,9,33,0
24,84,66,0
113,275,346,46
19,11,39,0
23,95,56,0
95,277,350,58
23,9,37,0
15,111,48,0
76,267,307,130
13,11,45,0
19,37,118,0
129,332,312,7
25,24,20,0
17,102,55,0
74,284,345,77
21,9,39,0
21,92,61,0
101,254,365,60
22,12,35,0
32,67,75,0
140,297,329,14
34,14,21,0
19,99,56,0
101,265,329,85
22,11,36,0
20,95,59,0
107,267,339,67
26,6,37,0
22,77,75,0
119,269,350,42
20,7,42,0
21,82,71,0
103,286,341,50
24,7,38,0
27,58,89,0
125,288,329,38
27,11,31,0
13,68,93,0
101,319,338,22
22,18,29,0
31,54,89,0
133,301,343,3
33,11,25,0
19,84,71,0
102,287,341,50
20,12,37,0
32,65,77,0
189,254,335,2
33,14,22,0
31,64,79,0
183,244,337,16
34,9,26,0
40,48,86,0
138,296,338,8
23,15,31,0
22,112,40,0
75,256,350,99
16,12,41,0
25,80,69,0
122,282,317,59
26,17,26,0
28,63,83,0
114,292,321,53
30,5,34,0
15,72,87,0
88,309,349,34
20,13,36,0
31,67,76,0
115,298,344,23
17,13,39,0
27,75,72,0
144,288,346,2
27,18,24,0
21,81,72,0
115,282,351,32
24,11,34,0
34,73,67,0
144,266,347,23
23,16,30,0
35,86,53,0
130,254,325,71
28,8,33,0
15,125,34,0
70,247,321,142
20,9,40,0
18,107,49,0
100,269,283,128
19,13,37,0
22,78,74,0
127,279,332,42
23,14,32,0
26,78,70,0
116,285,335,44
20,17,32,0
26,72,76,0
114,285,352,29
30,13,26,0
29,88,57,0
106,279,327,68
22,16,31,0
24,69,81,0
151,270,341,18
31,14,24,0
23,63,88,0
107,309,342,22
22,15,32,0
21,91,62,0
105,275,319,81
23,8,38,0
29,87,58,0
98,281,332,69
25,9,35,0
13,119,42,0
78,249,261,192
22,9,38,0
29,40,105,0
106,307,351,16
22,15,32,0
13,81,80,0
83,325,333,39
10,26,33,0
29,57,88,0
158,283,338,1
21,15,33,0
33,67,74,0
116,290,342,32
30,13,26,0
16,99,59,0
85,281,339,75
20,10,39,0
32,90,52,0
119,269,340,52
21,12,36,0
26,50,98,0
140,330,310,0
30,19,20,0
18,90,66,0
106,264,344,66
29,12,28,0
26,61,87,0
148,288,336,8
37,14,18,0
20,105,49,0
81,273,307,119
15,9,45,0
18,99,57,0
93,266,326,95
26,8,35,0
22,77,75,0
102,300,335,43
24,14,31,0
22,81,71,0
105,283,340,52
24,11,34,0
17,126,31,0
93,228,280,179
17,10,42,0
34,62,78,0
149,296,332,3
31,15,23,0
26,33,115,0
159,307,314,0
24,15,30,0
26,69,79,0
99,278,376,27
21,11,37,0
38,68,68,0
112,296,321,51
22,14,33,0
18,120,36,0
73,247,309,151
17,11,41,0
10,127,37,0
93,233,256,198
20,8,41,0
13,105,56,0
82,290,322,86
19,11,39,0
18,96,60,0
113,262,329,76
23,4,42,0
25,85,64,0
132,255,353,40
30,3,36,0
24,91,59,0
118,261,341,60
27,6,36,0
27,91,56,0
107,256,345,72
17,7,45,0
21,62,91,0
109,295,345,31
30,9,30,0
26,61,87,0
104,293,357,26
19,16,34,0
34,67,73,0
136,296,343,5
23,21,25,0
28,67,79,0
130,293,344,13
30,14,25,0
25,86,63,0
114,258,367,41
23,4,42,0
25,38,111,0
124,314,324,18
18,20,31,0
18,122,34,0
80,249,316,135
15,10,44,0
19,112,43,0
98,238,307,137
20,9,40,0
25,80,69,0
110,276,349,45
30,11,28,0
31,56,87,0
126,295,345,14
26,11,32,0
13,86,75,0
90,299,331,60
25,8,36,0
14,120,40,0
95,237,250,198
19,8,42,0
28,89,57,0
129,246,344,61
31,3,35,0
29,96,49,0
116,241,344,79
25,7,37,0
17,77,80,0
97,306,344,33
22,15,32,0
17,82,75,0
82,290,342,66
16,11,42,0
8,112,54,0
72,266,296,146
15,9,45,0
30,60,84,0
145,286,331,18
19,19,31,0
19,102,53,0
116,259,347,58
28,9,32,0
34,70,70,0
139,289,331,21
26,16,27,0
32,78,64,0
170,227,322,61
38,7,24,0
32,62,80,0
124,291,342,23
25,14,30,0
17,123,34,0
90,235,241,214
17,8,44,0
23,83,68,0
91,285,341,63
18,11,40,0
23,75,76,0
137,277,338,28
19,15,35,0
28,81,65,0
125,265,337,53
30,13,26,0
28,56,90,0
162,274,327,17
25,14,30,0
26,89,59,0
111,266,338,65
28,3,38,0
37,78,59,0
139,247,346,48
29,6,34,0
15,109,50,0
72,266,320,122
16,11,42,0
30,82,62,0
119,276,350,35
23,15,31,0
18,69,87,0
91,324,342,23
18,19,32,0
30,54,90,0
139,291,313,37
23,12,34,0
40,54,80,0
157,298,316,9
37,15,17,0
13,109,52,0
97,259,339,85
27,9,33,0
24,52,98,0
120,316,332,12
25,19,25,0
18,106,50,0
89,266,345,80
17,14,38,0
14,112,48,0
69,269,301,141
17,9,43,0
22,81,71,0
103,301,344,32
15,21,33,0
36,59,79,0
144,278,332,26
30,12,27,0
16,59,99,0
111,304,329,36
17,17,35,0
26,75,73,0
134,268,355,23
24,11,34,0
36,66,72,0
131,270,353,26
26,12,31,0
30,64,80,0
142,290,331,17
31,15,23,0
18,69,87,0
117,293,333,37
23,9,37,0
30,64,80,0
154,265,332,29
32,9,28,0
30,56,88,0
135,303,324,18
27,16,26,0
36,62,76,0
130,288,347,15
25,16,28,0
11,132,31,0
99,225,255,201
20,8,41,0
23,54,97,0
136,292,348,4
22,19,28,0
20,84,70,0
112,304,306,58
22,14,33,0
34,48,92,0
125,296,348,11
20,20,29,0
27,67,80,0
121,290,344,25
22,10,37,0
26,86,62,0
86,282,349,63
18,16,35,0
33,76,65,0
109,293,344,34
27,15,27,0
24,69,81,0
118,296,333,33
24,15,30,0
32,66,76,0
130,282,353,15
23,17,29,0
13,111,50,0
76,271,297,136
18,13,38,0
23,81,70,0
114,295,352,19
24,17,28,0
31,61,82,0
119,298,345,18
32,11,26,0
36,67,71,0
175,266,336,3
31,15,23,0
23,88,63,0
97,289,316,78
13,18,38,0
25,46,103,0
129,303,338,10
29,16,24,0
19,121,34,0
67,248,316,149
14,14,41,0
25,85,64,0
113,266,345,56
25,8,36,0
22,114,38,0
88,239,316,137
17,11,41,0
30,92,52,0
159,225,362,34
31,2,36,0
41,71,62,0
160,264,349,7
29,13,27,0
18,87,69,0
99,276,339,66
20,13,36,0
33,88,53,0
151,233,370,26
33,5,31,0
13,121,40,0
77,251,279,173
17,10,42,0
21,97,56,0
121,250,344,65
28,5,36,0
21,81,72,0
106,276,345,53
27,5,37,0
14,94,66,0
77,287,344,72
22,16,31,0
16,125,33,0
84,237,311,148
20,9,40,0
21,114,39,0
83,251,327,119
18,11,40,0
36,79,59,0
140,268,341,31
22,11,36,0
31,76,67,0
122,275,353,30
22,9,38,0
32,46,96,0
111,317,331,21
29,15,25,0
18,98,58,0
83,275,327,95
16,11,42,0
21,87,66,0
123,256,351,50
29,11,29,0
23,111,40,0
113,236,366,65
19,8,42,0
19,84,71,0
111,268,365,36
24,9,36,0
32,76,66,0
160,239,341,40
31,8,30,0
34,48,92,0
135,315,326,4
34,15,20,0
30,78,66,0
139,266,360,15
29,10,30,0
23,82,69,0
119,281,325,55
25,13,31,0
18,116,40,0
75,263,317,125
12,14,43,0
27,64,83,0
134,290,340,16
30,14,25,0
16,113,45,0
98,250,279,153
15,12,42,0
36,60,78,0
154,283,322,21
29,16,24,0
25,106,43,0
108,247,335,90
27,7,35,0
19,94,61,0
102,275,340,63
21,12,36,0
31,58,85,0
181,268,326,5
25,19,25,0
25,71,78,0
112,293,329,46
19,16,34,0
23,93,58,0
150,257,334,39
29,10,30,0
29,78,67,0
106,289,354,31
29,9,31,0
29,65,80,0
125,286,353,16
31,9,29,0
19,102,53,0
110,242,344,84
21,7,41,0
31,70,73,0
114,289,356,21
33,10,26,0
30,88,56,0
134,249,343,54
31,10,28,0
20,91,63,0
127,262,332,59
25,5,39,0
35,72,67,0
140,269,351,20
29,12,28,0
21,21,132,0
137,323,318,2
23,17,29,0
27,82,65,0
116,275,345,44
35,11,23,0
32,64,78,0
154,256,351,19
27,13,29,0
22,81,71,0
122,286,334,38
21,14,34,0
27,86,61,0
121,260,361,38
32,9,28,0
21,61,92,0
116,312,343,9
19,16,34,0
29,86,59,0
131,258,332,59
30,13,26,0
26,46,102,0
131,326,319,4
27,21,21,0
28,64,82,0
130,272,341,37
28,8,33,0
16,83,75,0
120,289,342,29
25,17,27,0
23,87,64,0
92,276,339,73
19,9,41,0
31,58,85,0
148,291,327,14
33,11,25,0
28,33,113,0
142,310,327,1
26,16,27,0
23,62,89,0
135,296,327,22
29,12,28,0
21,48,105,0
123,314,313,30
23,16,30,0
28,58,88,0
153,268,336,23
31,8,30,0
22,104,48,0
92,286,333,69
11,17,41,0
22,81,71,0
91,288,330,71
20,11,38,0
29,90,55,0
144,225,367,44
27,3,39,0
26,103,45,0
105,265,331,79
18,13,38,0
33,67,74,0
163,270,325,22
38,8,23,0
18,95,61,0
93,271,354,62
24,13,32,0
19,72,83,0
114,293,352,21
29,10,30,0
36,65,73,0
120,297,338,25
25,15,29,0
24,74,76,0
114,294,358,14
25,17,27,0
16,119,39,0
89,238,286,167
20,9,40,0
29,78,67,0
141,279,323,37
25,11,33,0
21,92,61,0
100,287,356,37
14,19,36,0
28,65,81,0
113,301,331,35
21,14,34,0
25,87,62,0
115,265,353,47
30,8,31,0
18,35,121,0
102,335,330,13
23,16,30,0
32,46,96,0
136,277,346,21
33,11,25,0
33,69,72,0
134,297,339,10
27,19,23,0
30,72,72,0
129,291,337,23
19,18,32,0
28,76,70,0
121,268,353,38
23,10,36,0
33,42,99,0
137,292,340,11
24,16,29,0
21,112,41,0
94,245,320,121
22,6,41,0
16,93,65,0
97,268,321,94
19,11,39,0
28,92,54,0
107,254,356,63
22,7,40,0
18,52,104,0
118,301,331,30
26,13,30,0
27,56,91,0
148,305,320,7
24,20,25,0
25,68,81,0
104,301,355,20
26,16,27,0
17,83,74,0
95,281,317,87
23,10,36,0
18,122,34,0
83,247,317,133
15,9,45,0
24,93,57,0
110,258,359,53
20,10,39,0
25,111,38,0
87,247,271,175
16,18,35,0
31,79,64,0
112,283,362,23
25,9,35,0
20,84,70,0
113,279,341,47
20,13,36,0
31,55,88,0
152,284,331,13
25,20,24,0
26,88,60,0
104,268,349,59
22,10,37,0
29,72,73,0
136,252,359,33
33,6,30,0
28,79,67,0
119,265,341,55
31,9,29,0
21,89,64,0
76,294,347,63
20,14,35,0
15,115,44,0
98,259,291,132
26,8,35,0
20,127,27,0
91,222,250,217
20,8,41,0
24,94,56,0
111,274,324,71
26,15,28,0
8,133,33,0
90,232,241,217
21,7,41,0
27,70,77,0
122,296,348,14
26,19,24,0
35,70,69,0
148,270,344,18
25,15,29,0
22,39,113,0
129,310,333,8
23,16,30,0
39,67,68,0
151,284,336,9
25,12,32,0
34,64,76,0
154,276,336,14
27,13,29,0
35,51,88,0
148,265,344,23
39,7,23,0
31,72,71,0
148,285,321,26
28,17,24,0
25,89,60,0
147,248,344,41
32,8,29,0
7,131,36,0
89,236,257,198
18,7,44,0
25,93,56,0
108,269,333,70
17,10,42,0
24,101,49,0
113,244,341,82
21,5,43,0
36,60,78,0
139,289,350,2
25,21,23,0
31,72,71,0
145,288,330,17
26,15,28,0
32,56,86,0
126,298,341,15
18,16,35,0
22,80,72,0
107,285,315,73
27,13,29,0
30,48,96,0
133,291,323,33
36,9,24,0
20,72,82,0
89,308,314,69
22,16,31,0
29,62,83,0
150,275,341,14
30,14,25,0
32,52,90,0
123,305,341,11
20,17,32,0
26,61,87,0
130,282,347,21
32,11,26,0
20,91,63,0
108,273,330,69
19,13,37,0
30,78,66,0
123,270,331,56
26,11,32,0
21,86,67,0
105,270,352,53
30,10,29,0
19,97,58,0
88,276,331,85
20,13,36,0
25,65,84,0
97,306,352,25
15,22,32,0
18,107,49,0
108,257,327,88
22,7,40,0
21,55,98,0
112,299,335,34
27,7,35,0
17,124,33,0
89,236,240,215
18,9,42,0
25,114,35,0
87,244,291,158
20,11,38,0
28,79,67,0
116,279,332,53
23,10,36,0
26,77,71,0
125,271,322,62
22,11,36,0
29,86,59,0
144,241,331,64
34,8,27,0
24,89,61,0
110,259,346,65
27,5,37,0
8,105,61,0
92,264,317,107
22,7,40,0
32,58,84,0
115,297,336,32
26,11,32,0
11,106,57,0
71,277,331,101
13,18,38,0
36,66,72,0
153,278,330,19
32,10,27,0
29,79,66,0
140,259,321,60
32,11,26,0
17,112,45,0
104,249,303,124
16,9,44,0
26,98,50,0
111,244,371,54
22,6,41,0
31,63,80,0
123,271,355,31
29,8,32,0
11,104,59,0
89,260,340,91
24,4,41,0
15,126,33,0
87,229,308,156
20,7,42,0
21,125,28,0
100,223,314,143
16,9,44,0
33,61,80,0
146,284,333,17
32,13,24,0
18,88,68,0
118,261,343,58
26,4,39,0
16,119,39,0
106,230,284,160
19,10,40,0
16,97,61,0
103,267,326,84
19,7,43,0
31,87,56,0
143,249,353,35
28,6,35,0
32,79,63,0
129,278,349,24
17,14,38,0
24,75,75,0
116,274,341,49
17,12,40,0
24,58,92,0
127,327,323,3
23,22,24,0
29,68,77,0
130,279,348,23
29,9,31,0
25,72,77,0
117,295,343,25
21,17,31,0
27,69,78,0
144,279,337,20
34,10,25,0
28,80,66,0
130,268,333,49
26,10,33,0
15,104,55,0
67,279,337,97
16,12,41,0
23,73,78,0
129,308,334,9
16,20,33,0
23,109,42,0
90,252,303,135
17,10,42,0
22,93,59,0
118,253,368,41
40,5,24,0
33,51,90,0
149,290,338,3
31,19,19,0
29,73,72,0
111,295,323,51
21,12,36,0
31,74,69,0
144,256,329,51
35,4,30,0
17,125,32,0
95,230,239,216
18,7,44,0
28,48,98,0
131,305,342,2
23,15,31,0
24,73,77,0
119,274,345,42
29,12,28,0
11,100,63,0
113,253,316,98
29,6,34,0
16,125,33,0
92,231,276,181
21,7,41,0
26,75,73,0
127,262,349,42
32,8,29,0
27,73,74,0
142,265,354,19
32,8,29,0
27,60,87,0
125,293,345,17
22,17,30,0
27,74,73,0
101,295,332,52
23,6,40,0
35,62,77,0
138,283,336,23
33,14,22,0
16,105,53,0
82,280,285,133
14,12,43,0
22,52,100,0
94,338,341,7
26,23,20,0
29,72,73,0
141,276,340,23
24,19,26,0
24,39,111,0
125,333,318,4
27,20,22,0
22,36,116,0
113,305,344,18
29,12,28,0
23,89,62,0
111,265,349,55
32,5,32,0
