split,zero_output,linear_in_input,constant_output
101,153,293,0
25,3,27,0
66,62,131,0
92,197,258,0
21,10,24,0
72,87,100,0
104,209,234,0
18,14,23,0
93,102,64,0
113,138,296,0
23,7,25,0
84,83,92,0
121,179,247,0
24,7,24,0
91,115,53,0
65,138,344,0
25,9,21,0
83,113,63,0
84,142,321,0
11,13,31,0
91,89,79,0
139,166,242,0
21,9,25,0
73,80,106,0
100,172,275,0
24,13,18,0
75,74,110,0
116,195,236,0
30,10,15,0
92,116,51,0
96,135,316,0
29,7,19,0
66,73,120,0
115,216,216,0
23,8,24,0
83,84,92,0
116,171,260,0
19,11,25,0
73,70,116,0
106,217,224,0
9,17,29,0
75,102,82,0
86,164,297,0
20,10,25,0
78,88,93,0
91,173,283,0
22,13,20,0
85,90,84,0
110,173,264,0
20,10,25,0
74,81,104,0
90,201,256,0
22,7,26,0
67,98,94,0
81,190,276,0
16,18,21,0
85,93,81,0
86,173,288,0
24,9,22,0
70,95,94,0
92,170,285,0
20,15,20,0
90,99,70,0
85,160,302,0
28,7,20,0
83,92,84,0
105,163,279,0
23,7,25,0
64,87,108,0
83,186,278,0
18,18,19,0
86,84,89,0
121,165,261,0
26,5,24,0
79,93,87,0
95,176,276,0
23,7,25,0
84,103,72,0
83,165,299,0
16,11,28,0
80,80,99,0
127,172,248,0
23,6,26,0
94,90,75,0
83,167,297,0
25,9,21,0
74,91,94,0
139,179,229,0
19,12,24,0
90,98,71,0
101,163,283,0
24,9,22,0
77,95,87,0
86,170,291,0
23,8,24,0
57,78,124,0
105,211,231,0
18,13,24,0
80,90,89,0
103,162,282,0
21,12,22,0
92,112,55,0
105,144,298,0
20,10,25,0
91,115,53,0
85,141,321,0
22,7,26,0
78,110,71,0
54,162,331,0
12,16,27,0
87,105,67,0
88,161,298,0
20,8,27,0
72,88,99,0
88,186,273,0
27,9,19,0
74,79,106,0
108,194,245,0
24,5,26,0
75,90,94,0
88,163,296,0
18,16,21,0
83,82,94,0
150,168,229,0
22,10,23,0
86,94,79,0
95,164,288,0
23,8,24,0
90,90,79,0
107,181,259,0
20,11,24,0
83,93,83,0
73,170,304,0
23,12,20,0
89,106,64,0
100,161,286,0
19,9,27,0
68,78,113,0
72,196,279,0
19,16,20,0
78,103,78,0
79,181,287,0
16,10,29,0
95,96,68,0
118,157,272,0
27,8,20,0
78,107,74,0
79,156,310,2
20,12,23,0
90,97,72,0
126,149,272,0
20,7,28,0
87,110,62,0
103,137,307,0
26,9,20,0
67,81,111,0
97,202,248,0
25,8,22,0
74,82,103,0
100,194,253,0
21,7,27,0
82,88,89,0
116,166,265,0
25,7,23,0
76,94,89,0
73,192,280,2
24,12,19,0
78,104,77,0
99,161,287,0
27,7,21,0
85,119,55,0
81,161,303,2
21,7,27,0
74,94,91,0
116,180,251,0
29,10,16,0
86,105,68,0
95,161,291,0
27,7,21,0
80,89,90,0
75,173,299,0
18,12,25,0
88,114,57,0
62,141,344,0
21,11,23,0
72,75,112,0
130,183,234,0
29,4,22,0
71,97,91,0
91,177,279,0
18,14,23,0
71,99,89,0
101,173,273,0
20,11,24,0
79,85,95,0
132,182,233,0
18,10,27,0
76,80,103,0
84,187,276,0
25,7,23,0
94,112,53,0
79,151,317,0
21,11,23,0
92,120,47,0
64,135,348,0
18,12,25,0
57,59,143,0
111,218,218,0
22,12,21,0
91,119,49,0
68,143,336,0
15,11,29,0
90,110,59,0
79,156,312,0
25,7,23,0
71,91,97,0
87,179,281,0
10,16,29,0
91,121,47,0
40,149,358,0
14,15,26,0
77,106,76,0
73,168,306,0
22,13,20,0
70,87,102,0
98,206,243,0
23,14,18,0
54,55,150,0
95,228,224,0
26,9,20,0
68,68,123,0
103,221,223,0
16,16,23,0
69,76,114,0
108,189,250,0
22,10,23,0
78,95,86,0
77,185,285,0
13,13,29,0
78,81,100,0
101,172,274,0
21,12,22,0
91,100,68,0
109,160,278,0
33,4,18,0
86,92,81,0
85,166,296,0
23,7,25,0
94,102,63,0
94,148,305,0
24,10,21,0
95,120,44,0
65,139,343,0
16,13,26,0
75,89,95,0
135,165,247,0
26,6,23,0
76,80,103,0
77,193,277,0
22,14,19,0
96,112,51,0
89,141,317,0
17,9,29,0
97,127,35,0
97,113,337,0
24,6,25,0
74,99,86,0
98,156,293,0
27,8,20,0
89,106,64,0
79,161,307,0
20,9,26,0
82,102,75,0
67,170,310,0
13,12,30,0
83,84,92,0
105,185,257,0
30,10,15,0
94,120,45,0
69,127,351,0
12,11,32,0
67,75,117,0
100,191,256,0
27,6,22,0
72,99,88,0
93,186,268,0
15,11,29,0
90,127,42,0
56,140,351,0
16,13,26,0
62,87,110,0
94,190,263,0
16,11,28,0
60,74,125,0
107,198,242,0
22,13,20,0
73,91,95,0
95,174,278,0
23,14,18,0
88,110,61,0
63,162,322,0
9,14,32,0
69,89,101,0
73,178,296,0
16,17,22,0
67,95,97,0
93,181,271,2
17,17,21,0
92,133,34,0
62,130,355,0
21,7,27,0
87,110,62,0
97,142,308,0
25,6,24,0
73,96,90,0
83,176,288,0
24,14,17,0
85,90,84,0
110,168,269,0
21,8,26,0
83,94,82,0
103,172,272,0
18,9,28,0
86,91,82,0
135,162,250,0
19,12,24,0
88,90,81,0
88,169,290,0
28,8,19,0
101,116,42,0
83,131,333,0
22,6,27,0
77,81,101,0
90,209,248,0
16,12,27,0
67,90,102,0
83,188,276,0
13,20,22,0
85,101,73,0
107,148,292,0
26,6,23,0
69,87,103,0
79,187,281,0
21,9,25,0
81,99,79,0
73,180,294,0
23,7,25,0
100,123,36,0
71,125,351,0
14,12,29,0
89,126,44,0
67,134,346,0
25,7,23,0
89,94,76,0
89,167,291,0
26,7,22,0
83,94,82,0
95,175,277,0
22,11,22,0
85,105,69,0
79,161,307,0
26,5,24,0
87,118,54,0
71,134,342,0
22,11,22,0
66,54,139,0
110,228,209,0
13,14,28,0
85,107,67,0
68,163,316,0
15,12,28,0
83,106,70,0
68,172,307,0
13,18,24,0
75,92,92,0
111,192,244,0
13,12,30,0
88,108,63,0
71,160,314,2
13,12,30,0
84,103,72,0
100,147,300,0
26,9,20,0
78,90,91,0
98,166,283,0
28,6,21,0
82,93,84,0
104,166,277,0
23,11,21,0
74,79,106,0
106,189,252,0
21,10,24,0
58,71,130,0
70,221,256,0
16,9,30,0
74,71,114,0
102,210,235,0
29,9,17,0
78,97,84,0
107,150,290,0
23,9,23,0
88,89,82,0
139,173,235,0
20,13,22,0
82,82,95,0
156,162,229,0
37,5,13,0
76,70,113,0
101,214,232,0
22,11,22,0
96,119,44,0
90,121,336,0
17,11,27,0
65,97,97,0
105,167,275,0
23,14,18,0
73,80,106,0
96,182,269,0
20,8,27,0
70,80,109,0
78,194,275,0
12,20,23,0
69,89,101,0
111,187,249,0
25,11,19,0
75,98,86,0
142,179,226,0
23,13,19,0
80,89,90,0
84,179,284,0
21,14,20,0
86,90,83,0
124,163,260,0
17,11,27,0
87,109,63,0
115,131,301,0
33,5,17,0
97,125,37,0
68,124,355,0
12,11,32,0
84,113,62,0
75,144,328,0
17,10,28,0
86,87,86,0
97,187,263,0
18,14,23,0
75,92,92,0
91,198,258,0
19,13,23,0
78,87,94,0
116,174,257,0
25,10,20,0
91,103,65,0
93,164,290,0
21,11,23,0
75,84,100,0
124,174,249,0
23,6,26,0
67,84,108,0
91,187,269,0
25,13,17,0
79,99,81,0
89,161,297,0
21,12,22,0
86,103,70,0
91,160,296,0
23,8,24,0
87,126,46,0
65,135,347,0
22,11,22,0
56,59,144,0
93,217,237,0
18,17,20,0
62,91,106,0
62,194,291,0
11,20,24,0
91,78,90,0
103,206,238,0
15,14,26,0
78,90,91,0
96,195,256,0
23,9,23,0
79,110,70,0
95,143,309,0
23,9,23,0
79,109,71,0
95,168,284,0
22,10,23,0
68,70,121,0
100,218,229,0
16,13,26,0
85,101,73,0
84,153,310,0
26,10,19,0
77,72,110,0
112,208,227,0
20,10,25,0
91,111,57,0
57,152,338,0
10,17,28,0
90,108,61,0
78,156,313,0
13,14,28,0
81,90,88,0
75,196,276,0
20,10,25,0
86,96,77,0
89,153,305,0
25,8,22,0
98,131,30,0
70,117,360,0
10,13,32,0
88,83,88,0
139,176,232,0
12,16,27,0
68,51,140,0
118,227,202,0
22,14,19,0
74,87,98,0
87,182,278,0
29,6,20,0
78,89,92,0
97,185,265,0
23,5,27,0
98,127,34,0
78,120,349,0
12,11,32,0
93,126,40,0
67,124,356,0
22,9,24,0
91,101,67,0
77,159,311,0
14,9,32,0
95,100,64,0
82,167,298,0
17,8,30,0
92,95,72,0
111,157,279,0
25,7,23,0
83,105,71,0
75,173,299,0
21,6,28,0
92,110,57,0
102,133,312,0
27,6,22,0
71,73,115,0
96,186,265,0
21,12,22,0
72,77,110,0
77,192,278,0
16,15,24,0
76,89,94,0
117,189,241,0
25,7,23,0
77,83,99,0
98,195,254,0
25,7,23,0
84,103,72,0
90,157,300,0
25,7,23,0
60,54,145,0
78,240,229,0
20,15,20,0
98,126,35,0
59,131,357,0
12,12,31,0
89,119,51,0
62,140,345,0
18,12,25,0
88,94,77,0
98,157,292,0
28,9,18,0
70,81,108,0
89,200,258,0
20,10,25,0
75,90,94,0
70,192,285,0
16,16,23,0
94,124,41,0
59,140,348,0
20,10,25,0
82,110,67,0
98,145,304,0
22,11,22,0
90,114,55,0
119,118,310,0
29,5,21,0
69,92,98,0
96,178,273,0
18,9,28,0
67,95,97,0
67,171,309,0
16,16,23,0
86,112,61,0
74,148,325,0
19,14,22,0
66,82,111,0
118,195,234,0
25,9,21,0
91,107,61,0
76,168,303,0
21,8,26,0
91,87,81,0
116,193,238,0
19,12,24,0
89,96,74,0
134,142,271,0
36,6,13,0
74,87,98,0
116,189,242,0
20,11,24,0
94,129,36,0
55,131,361,0
20,9,26,0
76,97,86,0
75,173,299,0
20,13,22,0
87,83,89,0
94,194,259,0
22,13,20,0
75,97,87,0
99,167,281,0
22,13,20,0
64,76,119,0
108,213,226,0
26,14,15,0
83,103,73,0
91,159,297,0
22,8,25,0
87,101,71,0
124,142,281,0
31,6,18,0
86,114,59,0
61,146,340,0
13,13,29,0
79,100,80,0
91,182,274,0
20,15,20,0
63,74,122,0
76,224,247,0
15,15,25,0
77,70,112,0
103,202,242,0
24,9,22,0
72,84,103,0
95,206,246,0
19,10,26,0
85,111,63,0
84,147,316,0
23,10,22,0
57,70,132,0
104,209,234,0
19,10,26,0
96,109,54,0
88,149,310,0
22,9,24,0
80,118,61,0
68,141,338,0
19,12,24,0
73,93,93,0
84,176,287,0
14,13,28,0
88,77,94,0
139,174,234,0
26,8,21,0
74,65,120,0
117,198,232,0
18,13,24,0
84,96,79,0
100,171,276,0
21,11,23,0
78,91,90,0
88,186,273,0
23,12,20,0
66,93,100,0
92,199,256,0
24,15,16,0
70,82,107,0
84,196,267,0
19,9,27,0
78,85,96,0
123,181,243,0
32,8,15,0
75,75,109,0
117,200,230,0
26,7,22,0
74,90,95,0
110,190,247,0
23,10,22,0
97,129,33,0
75,105,367,0
17,10,28,0
64,72,123,0
97,211,239,0
20,11,24,0
74,93,92,0
85,190,272,0
19,7,29,0
77,65,117,0
110,214,223,0
28,10,17,0
73,86,100,0
90,192,265,0
26,7,22,0
83,102,74,0
70,171,306,0
20,14,21,0
82,96,81,0
97,179,271,0
25,7,23,0
74,84,101,0
91,200,256,0
17,13,25,0
76,92,91,0
94,176,277,0
12,17,26,0
87,110,62,0
76,145,326,0
21,11,23,0
84,87,88,0
119,187,241,0
25,6,24,0
73,76,110,0
101,184,262,0
30,6,19,0
73,90,96,0
131,175,241,0
15,14,26,0
86,102,71,0
82,182,283,0
14,12,29,0
65,60,134,0
99,205,243,0
19,10,26,0
98,125,36,0
78,123,346,0
10,14,31,0
80,100,79,0
78,174,295,0
16,14,25,0
90,123,46,0
60,139,348,0
12,12,31,0
91,110,58,0
133,121,293,0
31,2,22,0
88,92,79,0
128,174,245,0
20,10,25,0
82,99,78,0
95,156,296,0
20,9,26,0
94,107,58,0
121,142,284,0
22,6,27,0
86,122,51,0
52,142,353,0
14,12,29,0
90,106,63,0
117,141,289,0
23,11,21,0
83,91,85,0
95,159,293,0
23,7,25,0
79,98,82,0
84,156,307,0
19,14,22,0
97,128,34,0
61,122,364,0
13,11,31,0
100,122,37,0
69,135,343,0
12,13,30,0
88,101,70,0
114,160,273,0
18,12,25,0
77,99,83,0
96,161,290,0
23,12,20,0
73,65,121,0
110,203,234,0
17,12,26,0
82,105,72,0
53,167,327,0
13,15,27,0
89,96,74,0
105,158,284,0
25,11,19,0
103,118,38,0
78,145,324,0
16,7,32,0
88,97,74,0
96,178,273,0
20,14,21,0
87,97,75,0
132,151,264,0
27,7,21,0
72,73,114,0
100,218,229,0
14,11,30,0
81,100,78,0
91,186,270,0
16,8,31,0
69,98,92,0
112,172,263,0
25,9,21,0
94,123,42,0
60,140,347,0
12,14,29,0
74,82,103,0
121,198,228,0
25,7,23,0
95,113,51,0
61,152,334,0
16,11,28,0
80,82,97,0
110,187,250,0
18,9,28,0
100,114,45,0
93,140,314,0
17,7,31,0
74,106,79,0
74,173,300,0
13,13,29,0
85,82,92,0
136,179,232,0
9,18,28,0
74,84,101,0
99,191,257,0
18,12,25,0
82,99,78,0
130,149,268,0
22,9,24,0
73,98,88,0
94,171,282,0
26,5,24,0
74,86,99,0
99,195,253,0
17,9,29,0
92,111,56,0
78,150,319,0
16,11,28,0
83,84,92,0
91,173,283,0
26,13,16,0
94,104,61,0
112,136,299,0
27,10,18,0
84,97,78,0
98,152,297,0
27,8,20,0
84,92,83,0
115,162,270,0
14,11,30,0
46,39,174,0
93,245,209,0
16,15,24,0
80,97,82,0
107,163,277,0
27,6,22,0
78,85,96,0
122,174,251,0
29,6,20,0
85,98,76,0
93,188,266,0
15,17,23,0
88,97,74,0
110,149,288,0
18,10,27,0
64,72,123,0
104,196,247,0
18,11,26,0
85,100,74,0
70,174,303,0
25,8,22,0
57,68,134,0
95,231,221,0
14,14,27,0
82,78,99,0
121,161,265,0
25,7,23,0
73,93,93,0
75,204,268,0
16,9,30,0
85,98,76,0
81,162,304,0
16,13,26,0
71,83,105,0
108,193,246,0
20,8,27,0
60,56,143,0
125,215,207,0
23,12,20,0
60,88,111,0
131,170,246,0
28,13,14,0
54,67,138,0
95,217,235,0
21,16,18,0
72,78,109,0
121,182,244,0
26,8,21,0
84,110,65,0
68,174,305,0
17,7,31,0
71,94,94,0
80,163,304,0
18,15,22,0
100,109,50,0
120,131,296,0
29,5,21,0
87,118,54,0
113,131,303,0
18,9,28,0
85,87,87,0
125,171,251,0
17,11,27,0
83,101,75,0
63,168,316,0
19,12,24,0
76,86,97,0
94,190,263,0
21,11,23,0
79,85,95,0
120,174,253,0
23,8,24,0
76,87,96,0
95,194,258,0
22,8,25,0
101,121,37,0
69,133,345,0
15,11,29,0
77,94,88,0
98,179,270,0
21,8,26,0
82,99,78,0
79,183,285,0
15,14,26,0
69,81,109,0
97,189,261,0
13,12,30,0
90,97,72,0
100,165,282,0
29,8,18,0
46,44,169,0
86,228,233,0
22,12,21,0
79,68,112,0
112,195,240,0
18,13,24,0
69,91,99,0
95,195,257,0
16,12,27,0
75,86,98,0
112,195,240,0
21,12,22,0
82,91,86,0
99,163,285,0
30,7,18,0
71,65,123,0
122,204,221,0
28,6,21,0
98,120,41,0
69,139,339,0
14,9,32,0
83,105,71,0
82,174,291,0
17,13,25,0
86,107,66,0
72,163,312,0
21,11,23,0
62,59,138,0
97,188,262,0
22,16,17,0
72,77,110,0
109,211,227,0
17,15,23,0
78,84,97,0
83,198,266,0
17,11,27,0
80,86,93,0
79,177,291,0
22,8,25,0
100,128,31,0
56,132,359,0
12,11,32,0
91,105,63,0
72,170,305,0
20,7,28,0
94,126,39,0
74,139,332,2
18,11,26,0
92,99,68,0
89,171,287,0
22,7,26,0
84,92,83,0
79,182,286,0
14,10,31,0
75,68,116,0
106,226,215,0
26,9,20,0
88,103,68,0
81,173,293,0
22,11,22,0
87,91,81,0
113,166,268,0
27,7,21,0
84,95,80,0
108,163,276,0
23,10,22,0
74,104,81,0
80,161,306,0
16,14,25,0
95,112,52,0
62,150,333,2
11,12,32,0
97,134,28,0
56,122,369,0
24,7,24,0
91,105,63,0
92,160,295,0
30,7,18,0
97,128,34,0
63,120,364,0
18,9,28,0
70,82,107,0
93,184,270,0
17,10,28,0
88,87,84,0
110,183,254,0
23,9,23,0
52,55,152,0
89,223,235,0
20,12,23,0
79,87,93,0
96,190,261,0
18,9,28,0
88,78,93,0
130,182,235,0
27,5,23,0
86,73,100,0
125,177,245,0
27,4,24,0
75,93,91,0
120,175,252,0
23,5,27,0
88,100,71,0
88,175,284,0
24,8,23,0
102,125,32,0
72,116,359,0
14,11,30,0
86,104,69,0
77,168,302,0
24,12,19,0
97,113,49,0
102,122,323,0
28,5,22,0
71,95,93,0
142,180,225,0
21,13,21,0
81,88,90,0
145,164,238,0
26,6,23,0
71,78,110,0
95,195,257,0
28,8,19,0
77,90,92,0
94,179,274,0
18,9,28,0
77,67,115,0
100,191,256,0
28,6,21,0
69,86,104,0
79,176,292,0
20,18,17,0
71,82,106,0
116,204,227,0
30,7,18,0
72,71,116,0
93,213,241,0
15,12,28,0
80,76,103,0
99,190,258,0
26,7,22,0
76,107,76,0
70,175,302,0
13,10,32,0
83,95,81,0
90,164,293,0
22,13,20,0
91,97,71,0
97,155,295,0
22,9,24,0
84,105,70,0
85,162,300,0
21,12,22,0
70,83,106,0
95,204,248,0
14,14,27,0
88,117,54,0
71,156,318,2
13,11,31,0
65,67,127,0
98,192,257,0
21,12,22,0
98,126,35,0
62,128,357,0
19,9,27,0
92,122,45,0
57,139,351,0
19,13,23,0
84,91,84,0
91,182,274,0
16,10,29,0
82,90,87,0
113,158,276,0
32,3,20,0
92,108,59,0
110,145,292,0
26,7,22,0
96,104,59,0
90,150,307,0
22,8,25,0
77,112,70,0
91,141,315,0
22,9,24,0
71,75,113,0
108,192,247,0
25,7,23,0
86,105,68,0
66,157,324,0
16,15,24,0
89,87,83,0
131,175,241,0
28,5,22,0
89,96,74,0
106,171,270,0
29,6,20,0
85,118,56,0
91,132,324,0
26,7,22,0
95,109,55,0
93,135,319,0
23,9,23,0
80,82,97,0
112,180,255,0
25,7,23,0
80,108,71,0
87,153,307,0
22,7,26,0
102,128,29,0
63,119,365,0
18,8,29,0
97,135,27,0
75,108,364,0
17,8,30,0
84,85,90,0
124,176,247,0
22,9,24,0
82,98,79,0
72,180,295,0
18,9,28,0
98,124,37,0
57,134,356,0
14,13,28,0
83,102,74,0
78,155,314,0
20,10,25,0
85,106,68,0
121,145,281,0
30,5,20,0
85,96,78,0
109,176,262,0
26,9,20,0
74,93,92,0
81,191,275,0
15,17,23,0
67,79,113,0
103,221,223,0
17,14,24,0
83,90,86,0
103,170,274,0
31,8,16,0
67,88,104,0
82,198,267,0
13,17,25,0
76,92,91,0
120,176,251,0
24,5,26,0
83,97,79,0
96,168,283,0
24,9,22,0
92,106,61,0
52,158,337,0
10,16,29,0
78,77,104,0
100,203,244,0
21,11,23,0
87,118,54,0
61,142,344,0
19,13,23,0
94,103,62,0
109,143,295,0
21,8,26,0
85,73,101,0
110,200,237,0
15,14,26,0
79,90,90,0
73,192,282,0
19,10,26,0
80,93,86,0
112,165,270,0
24,7,24,0
97,128,34,0
62,127,358,0
22,9,24,0
67,71,121,0
99,227,221,0
15,17,23,0
74,85,100,0
99,172,276,0
26,10,19,0
94,103,62,0
94,147,306,0
21,10,24,0
97,127,35,0
70,116,361,0
19,9,27,0
85,87,87,0
114,163,270,0
29,9,17,0
85,87,87,0
113,176,258,0
21,7,27,0
67,77,115,0
92,211,244,0
27,10,18,0
75,91,93,0
81,180,286,0
22,8,25,0
83,82,94,0
99,189,259,0
18,9,28,0
84,110,65,0
75,139,333,0
22,10,23,0
61,71,127,0
83,212,252,0
13,12,30,0
80,90,89,0
94,188,265,0
20,11,24,0
61,56,142,0
92,230,225,0
14,14,27,0
56,54,149,0
114,201,230,2
25,8,22,0
89,97,73,0
109,146,292,0
29,6,20,0
